<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPX;D;210614;0;4248.31;4255.59;4234.07;4255.15;32706
SPX;D;210615;0;4256.83;4257.16;4238.35;4246.59;32654
SPX;D;210616;0;4248.87;4251.89;4202.45;4223.7;33705
SPX;D;210617;0;4220.37;4232.29;4196.05;4221.86;34805
SPX;D;210618;0;4188.9;4204.78;4164.4;4166.45;34297
SPX;D;210621;0;4173.4;4226.24;4173.4;4224.79;33834
SPX;D;210622;0;4225.42;4255.84;4217.27;4246.44;32940
SPX;D;210623;0;4249.27;4256.6;4241.43;4241.84;32651
SPX;D;210624;0;4264.14;4271.28;4256.97;4266.49;33085
SPX;D;210625;0;4274.45;4286.12;4271.16;4280.7;31738
SPX;D;210628;0;4287.85;4292.14;4274.67;4290.61;32883
SPX;D;210629;0;4295.93;4300.52;4287.04;4291.8;32657
SPX;D;210630;0;4290.65;4302.43;4287.96;4297.5;32206
SPX;D;210701;0;4300.73;4320.66;4300.73;4319.94;32591
SPX;D;210702;0;4326.6;4355.43;4326.6;4352.34;32560
SPX;D;210706;0;4356.46;4356.46;4314.37;4343.54;34124
SPX;D;210707;0;4352.48;4361.88;4329.79;4358.13;34183
SPX;D;210708;0;4298.05;4330.88;4289.37;4320.82;34813
SPX;D;210709;0;4341.54;4371.6;4329.38;4369.55;32944
SPX;D;210712;0;4370.72;4386.68;4364.03;4384.63;32945
SPX;D;210713;0;4377.61;4392.37;4366.92;4369.21;33775
SPX;D;210714;0;4386.93;4393.68;4362.36;4374.3;34377
SPX;D;210715;0;4363.45;4369.02;4340.7;4360.03;34634
SPX;D;210716;0;4373.06;4375.09;4322.53;4327.16;34256
SPX;D;210719;0;4272.79;4296.4;4233.13;4258.49;35652
SPX;D;210720;0;4271.24;4336.84;4262.05;4323.06;34404
SPX;D;210721;0;4336.12;4359.7;4331.13;4358.69;33637
SPX;D;210722;0;4361.27;4369.87;4350.06;4367.48;33834
SPX;D;210723;0;4389.86;4415.18;4381.2;4411.79;33302
SPX;D;210726;0;4407.07;4422.73;4405.45;4422.3;33074
SPX;D;210727;0;4416.38;4416.38;4372.51;4401.46;35199
SPX;D;210728;0;4408.99;4415.47;4387.01;4400.64;34948
SPX;D;210729;0;4412.24;4429.97;4411.79;4419.15;33573
SPX;D;210730;0;4395.12;4412.25;4389.65;4395.26;33751
SPX;D;210802;0;4406.86;4422.18;4384.81;4387.16;34304
SPX;D;210803;0;4396.66;4423.39;4373.0;4423.15;34472
SPX;D;210804;0;4415.95;4416.17;4400.23;4402.66;34248
SPX;D;210805;0;4414.52;4429.76;4411.01;4429.1;32951
SPX;D;210806;0;4432.69;4440.82;4429.24;4436.52;32742
SPX;D;210809;0;4436.78;4439.39;4424.74;4432.35;32603
SPX;D;210810;0;4436.95;4445.21;4430.03;4436.75;33368
SPX;D;210811;0;4448.49;4449.44;4436.42;4447.7;33446
SPX;D;210812;0;4445.85;4461.77;4435.96;4460.83;32624
SPX;D;210813;0;4465.37;4468.37;4460.82;4468.0;31926
SPX;D;210816;0;4455.29;4480.26;4437.66;4479.71;33758
SPX;D;210817;0;4452.17;4458.39;4417.83;4448.08;34802
SPX;D;210818;0;4440.94;4454.32;4397.59;4400.27;34123
SPX;D;210819;0;4368.8;4418.61;4367.73;4405.8;35051
SPX;D;210820;0;4411.76;4444.35;4406.8;4441.67;33923
SPX;D;210823;0;4457.64;4489.88;4457.64;4479.53;32894
SPX;D;210824;0;4487.45;4492.81;4482.28;4486.23;32254
SPX;D;210825;0;4491.12;4501.71;4485.66;4496.19;32573
SPX;D;210826;0;4493.75;4495.9;4468.99;4470.0;33279
SPX;D;210827;0;4478.94;4513.33;4478.44;4509.37;32016
SPX;D;210830;0;4517.11;4537.36;4514.33;4528.79;33058
SPX;D;210831;0;4529.63;4531.39;4515.8;4522.68;33523
SPX;D;210901;0;4532.01;4537.11;4522.02;4524.09;33500
SPX;D;210902;0;4539.05;4545.85;4524.66;4536.95;33391
SPX;D;210903;0;4532.42;4541.45;4521.3;4535.43;32694
SPX;D;210907;0;4535.38;4535.38;4513.0;4520.03;33375
SPX;D;210908;0;4518.09;4521.79;4493.95;4514.07;37690
SPX;D;210909;0;4513.02;4529.9;4492.07;4493.28;37216
SPX;D;210910;0;4506.92;4520.47;4457.66;4458.58;37809
SPX;D;210913;0;4474.81;4492.99;4445.7;4468.73;38183
SPX;D;210914;0;4479.33;4485.68;4435.46;4443.05;37718
SPX;D;210915;0;4447.49;4486.87;4438.37;4480.7;37511
SPX;D;210916;0;4477.09;4485.87;4443.8;4473.75;36959
SPX;D;210917;0;4469.74;4471.52;4427.76;4432.99;37698
SPX;D;210920;0;4402.95;4402.95;4305.91;4357.73;38553
SPX;D;210921;0;4374.45;4394.87;4347.96;4354.19;38181
SPX;D;210922;0;4367.43;4416.75;4367.43;4395.64;37501
SPX;D;210923;0;4406.75;4465.4;4406.75;4448.98;36963
SPX;D;210924;0;4438.04;4463.12;4430.27;4455.48;36716
SPX;D;210927;0;4442.12;4457.3;4436.19;4443.11;37610
SPX;D;210928;0;4419.54;4419.54;4346.33;4352.63;38781
SPX;D;210929;0;4362.41;4385.57;4355.08;4359.46;38124
SPX;D;210930;0;4370.67;4382.55;4307.21;4307.54;38379
SPX;D;211001;0;4317.16;4375.19;4288.52;4357.04;38204
SPX;D;211004;0;4348.84;4355.51;4278.94;4300.46;38495
SPX;D;211005;0;4309.87;4369.23;4309.87;4345.72;37866
SPX;D;211006;0;4319.57;4365.57;4290.49;4363.55;38472
SPX;D;211007;0;4383.73;4429.97;4383.73;4399.76;36989
SPX;D;211008;0;4406.51;4412.02;4386.22;4391.34;37058
SPX;D;211011;0;4385.44;4415.88;4360.75;4361.19;36886
SPX;D;211012;0;4368.31;4374.89;4342.09;4350.65;37631
SPX;D;211013;0;4358.01;4372.87;4329.92;4363.8;37281
SPX;D;211014;0;4386.75;4439.73;4386.75;4438.26;36508
SPX;D;211015;0;4447.69;4475.82;4447.69;4471.37;36501
SPX;D;211018;0;4463.72;4488.75;4447.47;4486.46;36587
SPX;D;211019;0;4497.34;4520.4;4496.41;4519.63;36267
SPX;D;211020;0;4524.42;4540.87;4524.4;4536.19;36830
SPX;D;211021;0;4532.24;4551.44;4526.89;4549.78;36551
SPX;D;211022;0;4546.12;4559.67;4524.0;4544.9;37590
SPX;D;211025;0;4553.69;4572.62;4537.36;4566.48;37523
SPX;D;211026;0;4578.69;4598.53;4569.17;4574.79;38600
SPX;D;211027;0;4580.22;4584.57;4551.66;4551.68;38594
SPX;D;211028;0;4562.84;4597.42;4562.84;4596.42;38188
SPX;D;211029;0;4572.87;4608.08;4567.59;4605.38;37952
SPX;D;211101;0;4610.62;4620.34;4595.06;4613.67;37929
SPX;D;211102;0;4613.34;4635.15;4613.34;4630.65;37974
SPX;D;211103;0;4630.65;4663.4;4621.19;4660.57;37766
SPX;D;211104;0;4662.93;4683.0;4662.59;4680.06;38213
SPX;D;211105;0;4699.26;4718.5;4681.32;4697.53;38384
SPX;D;211108;0;4701.48;4714.92;4694.39;4701.7;41078
SPX;D;211109;0;4707.25;4708.53;4670.87;4685.25;42291
SPX;D;211110;0;4670.26;4684.85;4630.86;4646.71;42062
SPX;D;211111;0;4659.39;4664.55;4648.31;4649.27;40580
SPX;D;211112;0;4655.24;4688.47;4650.77;4682.85;40505
SPX;D;211115;0;4689.3;4697.42;4672.86;4682.8;40710
SPX;D;211116;0;4679.42;4714.95;4679.42;4700.9;40653
SPX;D;211117;0;4701.5;4701.5;4684.41;4688.67;41597
SPX;D;211118;0;4700.72;4708.8;4672.78;4704.54;42017
SPX;D;211119;0;4708.44;4717.75;4694.22;4697.96;41635
SPX;D;211122;0;4712.0;4743.83;4682.24;4682.94;42435
SPX;D;211123;0;4678.48;4699.39;4652.66;4690.7;42698
SPX;D;211124;0;4675.78;4702.87;4659.89;4701.46;41945
SPX;D;211126;0;4664.63;4664.63;4585.43;4594.62;27687
SPX;D;211129;0;4628.75;4672.95;4625.26;4655.27;41964
SPX;D;211130;0;4640.25;4646.02;4560.0;4567.0;67277
SPX;D;211201;0;4602.82;4652.94;4510.27;4513.04;67757
SPX;D;211202;0;4504.73;4595.46;4504.73;4577.1;67285
SPX;D;211203;0;4589.49;4608.03;4495.12;4560.42;67581
SPX;D;211206;0;4548.37;4612.6;4540.51;4591.67;67529
SPX;D;211207;0;4631.97;4694.04;4631.97;4686.75;66381
SPX;D;211208;0;4690.86;4705.06;4674.52;4701.21;66429
SPX;D;211209;0;4691.0;4695.26;4666.11;4667.45;66796
SPX;D;211210;0;4687.64;4713.57;4670.24;4712.02;66902
SPX;D;211213;0;4710.3;4710.3;4667.6;4668.97;67100
SPX;D;211214;0;4642.99;4660.47;4606.52;4634.09;67316
SPX;D;211215;0;4636.46;4712.6;4611.22;4709.85;67148
SPX;D;211216;0;4719.13;4731.99;4651.89;4668.67;67752
SPX;D;211217;0;4652.5;4666.7;4600.22;4620.64;67390
SPX;D;211220;0;4587.9;4587.9;4531.1;4568.02;67061
SPX;D;211221;0;4594.96;4651.14;4583.16;4649.23;66696
SPX;D;211222;0;4650.36;4697.67;4645.53;4696.56;66180
SPX;D;211223;0;4703.96;4740.74;4703.96;4725.79;65331
SPX;D;211227;0;4737.82;4791.49;4737.03;4791.19;61817
SPX;D;211228;0;4796.93;4807.02;4780.04;4786.35;62476
SPX;D;211229;0;4788.64;4804.06;4778.08;4793.06;61799
SPX;D;211230;0;4794.23;4808.93;4775.33;4778.73;61030
SPX;D;211231;0;4774.4;4786.83;4765.75;4766.18;60866
SPX;D;220103;0;4780.48;4796.6;4758.17;4796.56;63086
SPX;D;220104;0;4804.51;4818.62;4774.27;4793.54;63820
SPX;D;220105;0;4789.13;4797.7;4699.47;4700.58;63767
SPX;D;220106;0;4694.62;4725.01;4671.26;4696.05;63903
SPX;D;220107;0;4696.5;4707.95;4662.74;4677.03;63607
SPX;D;220110;0;4644.51;4673.02;4582.24;4670.29;64397
SPX;D;220111;0;4669.14;4713.74;4638.27;4713.07;63744
SPX;D;220112;0;4732.96;4748.83;4706.71;4726.35;63531
SPX;D;220113;0;4739.01;4744.13;4650.29;4659.03;64158
SPX;D;220114;0;4626.16;4665.13;4614.75;4662.85;64226
SPX;D;220118;0;4614.38;4616.75;4568.7;4577.11;63815
SPX;D;220119;0;4594.15;4611.55;4530.2;4532.76;64292
SPX;D;220120;0;4550.5;4602.11;4477.95;4482.73;63719
SPX;D;220121;0;4468.36;4494.52;4395.34;4397.94;63977
SPX;D;220124;0;4326.77;4417.35;4222.62;4410.13;61416
SPX;D;220125;0;4353.47;4411.01;4287.11;4356.45;63225
SPX;D;220126;0;4423.54;4453.23;4304.85;4349.93;62219
SPX;D;220127;0;4380.58;4428.74;4309.5;4326.51;63873
SPX;D;220128;0;4341.1;4432.43;4292.46;4431.85;63776
SPX;D;220131;0;4427.97;4516.89;4414.02;4515.55;63646
SPX;D;220201;0;4519.57;4550.42;4483.53;4546.54;63446
SPX;D;220202;0;4566.39;4595.31;4544.32;4589.38;64092
SPX;D;220203;0;4535.41;4542.88;4470.83;4477.44;63585
SPX;D;220204;0;4478.52;4539.66;4451.5;4500.53;64138
SPX;D;220207;0;4505.75;4521.86;4471.47;4483.87;63559
SPX;D;220208;0;4480.02;4531.32;4465.4;4521.54;63513
SPX;D;220209;0;4559.0;4590.03;4547.0;4587.18;62945
SPX;D;220210;0;4553.24;4588.92;4484.31;4504.08;63652
SPX;D;220211;0;4506.21;4526.33;4401.41;4418.64;63190
SPX;D;220214;0;4410.19;4426.22;4364.84;4401.67;64197
SPX;D;220215;0;4444.96;4472.77;4443.06;4471.07;63156
SPX;D;220216;0;4451.18;4489.55;4429.68;4475.01;63138
SPX;D;220217;0;4443.99;4446.27;4373.81;4380.26;63184
SPX;D;220218;0;4384.57;4394.6;4327.22;4348.87;63982
SPX;D;220222;0;4325.2;4362.12;4267.11;4304.76;63780
SPX;D;220223;0;4336.19;4341.51;4221.51;4225.5;63752
SPX;D;220224;0;4120.74;4294.73;4114.65;4288.7;62475
SPX;D;220225;0;4301.26;4385.34;4286.83;4384.65;63390
SPX;D;220228;0;4332.14;4388.84;4315.12;4373.94;63578
SPX;D;220301;0;4363.14;4378.45;4279.54;4306.26;63801
SPX;D;220302;0;4331.61;4401.14;4322.56;4386.54;63088
SPX;D;220303;0;4410.75;4416.78;4345.56;4363.49;63575
SPX;D;220304;0;4329.32;4342.12;4284.98;4328.87;63663
SPX;D;220307;0;4327.01;4327.01;4199.85;4201.09;63806
SPX;D;220308;0;4200.08;4276.94;4157.87;4170.7;63667
SPX;D;220309;0;4251.56;4299.4;4234.88;4277.88;64042
SPX;D;220310;0;4237.55;4268.28;4209.8;4259.52;63947
SPX;D;220311;0;4283.42;4291.01;4200.49;4204.31;63595
SPX;D;220314;0;4208.42;4247.57;4161.72;4173.11;60230
SPX;D;220315;0;4200.07;4271.05;4187.9;4262.45;60215
SPX;D;220316;0;4301.43;4358.9;4251.99;4357.86;60761
SPX;D;220317;0;4342.7;4411.69;4335.65;4411.67;60372
SPX;D;220318;0;4407.34;4465.4;4390.57;4463.12;60411
SPX;D;220321;0;4461.12;4481.75;4424.3;4461.18;60294
SPX;D;220322;0;4469.1;4522.0;4469.1;4511.61;60424
SPX;D;220323;0;4488.53;4501.07;4455.83;4456.24;60700
SPX;D;220324;0;4475.57;4520.41;4465.17;4520.16;60073
SPX;D;220325;0;4525.9;4546.03;4501.07;4543.06;60370
SPX;D;220328;0;4537.74;4575.58;4517.69;4575.52;59829
SPX;D;220329;0;4612.9;4637.3;4589.66;4631.6;59925
SPX;D;220330;0;4620.24;4627.77;4581.32;4602.45;59815
SPX;D;220331;0;4595.63;4603.07;4530.41;4530.41;59981
SPX;D;220401;0;4545.53;4548.7;4507.57;4545.86;60395
SPX;D;220404;0;4547.46;4583.5;4539.21;4582.64;59516
SPX;D;220405;0;4569.86;4593.45;4515.15;4525.12;60391
SPX;D;220406;0;4482.75;4503.94;4450.04;4481.15;60451
SPX;D;220407;0;4473.17;4521.16;4450.3;4500.21;60519
SPX;D;220408;0;4494.15;4520.41;4474.6;4488.28;60277
SPX;D;220411;0;4456.26;4464.35;4408.38;4412.53;60160
SPX;D;220412;0;4437.59;4471.0;4381.34;4397.45;60344
SPX;D;220413;0;4394.86;4453.92;4392.7;4446.59;60104
SPX;D;220414;0;4449.93;4460.46;4390.77;4392.59;59916
SPX;D;220418;0;4382.88;4410.31;4370.3;4391.69;59998
SPX;D;220419;0;4391.47;4471.03;4391.24;4462.21;57158
SPX;D;220420;0;4477.36;4488.29;4448.76;4459.45;59755
SPX;D;220421;0;4498.51;4512.94;4384.56;4393.66;60527
SPX;D;220422;0;4385.83;4385.83;4267.96;4271.78;60133
SPX;D;220425;0;4255.34;4299.02;4200.82;4296.12;60821
SPX;D;220426;0;4272.81;4273.81;4175.04;4175.2;60799
SPX;D;220427;0;4184.5;4240.71;4162.9;4183.96;60837
SPX;D;220428;0;4234.21;4308.45;4188.63;4287.5;61275
SPX;D;220429;0;4249.81;4269.68;4124.28;4131.93;61096
SPX;D;220502;0;4130.61;4169.81;4062.51;4155.38;60903
SPX;D;220503;0;4159.78;4200.1;4147.08;4175.48;60868
SPX;D;220504;0;4181.18;4307.66;4148.91;4300.17;60773
SPX;D;220505;0;4260.22;4270.43;4106.01;4146.87;60947
SPX;D;220506;0;4124.2;4157.69;4067.91;4123.34;60869
SPX;D;220509;0;4081.27;4081.27;3975.48;3991.24;59495
SPX;D;220510;0;4051.08;4068.82;3958.17;4001.05;59721
SPX;D;220511;0;3991.12;4049.09;3928.82;3935.18;59766
SPX;D;220512;0;3898.26;3964.42;3858.87;3930.08;59271
SPX;D;220513;0;3972.56;4038.88;3964.6;4023.89;59937
SPX;D;220516;0;4008.66;4046.46;3983.99;4008.01;60914
SPX;D;220517;0;4067.8;4090.72;4033.93;4088.85;60608
SPX;D;220518;0;4043.4;4044.36;3912.64;3923.68;60898
SPX;D;220519;0;3894.41;3945.96;3876.58;3900.79;60655
SPX;D;220520;0;3935.73;3943.42;3810.32;3901.36;61249
SPX;D;220523;0;3929.02;3981.88;3909.04;3973.75;60380
SPX;D;220524;0;3942.94;3955.68;3875.13;3941.48;60643
SPX;D;220525;0;3929.59;3999.33;3925.03;3978.73;60497
SPX;D;220526;0;3984.6;4075.14;3984.6;4057.84;60232
SPX;D;220527;0;4082.28;4158.49;4077.43;4158.24;59636
SPX;D;220531;0;4142.43;4168.34;4104.88;4132.15;60138
SPX;D;220601;0;4156.37;4166.54;4073.85;4101.23;60694
SPX;D;220602;0;4097.5;4177.51;4074.37;4176.82;60181
SPX;D;220603;0;4128.76;4142.67;4098.67;4108.54;59797
SPX;D;220606;0;4149.99;4168.78;4109.18;4121.43;60454
SPX;D;220607;0;4085.5;4164.86;4080.19;4160.68;59828
SPX;D;220608;0;4143.21;4160.14;4107.2;4115.77;60016
SPX;D;220609;0;4096.53;4119.1;4017.26;4017.82;60050
SPX;D;220610;0;3953.8;3957.97;3900.16;3900.86;60378
SPX;D;220613;0;3802.6;3838.15;3734.3;3749.63;60364
SPX;D;220614;0;3766.82;3778.18;3705.68;3735.48;59969
SPX;D;220615;0;3769.15;3837.56;3722.3;3789.99;59401
SPX;D;220616;0;3711.7;3711.89;3639.77;3666.77;60402
SPX;D;220617;0;3665.9;3707.71;3636.87;3674.84;60344
SPX;D;220621;0;3715.31;3779.65;3715.31;3764.79;59674
SPX;D;220622;0;3720.71;3801.79;3717.69;3759.89;60168
SPX;D;220623;0;3779.29;3802.58;3743.52;3795.73;60355
SPX;D;220624;0;3825.8;3913.65;3825.8;3911.74;59221
SPX;D;220627;0;3923.74;3927.72;3889.66;3900.11;59923
SPX;D;220628;0;3913.0;3945.86;3820.14;3821.55;59518
SPX;D;220629;0;3825.09;3836.5;3799.02;3818.83;59808
SPX;D;220630;0;3777.28;3818.99;3738.67;3785.38;60273
SPX;D;220701;0;3779.09;3829.82;3752.1;3825.33;59961
SPX;D;220705;0;3775.59;3832.19;3742.06;3831.39;59898
SPX;D;220706;0;3833.77;3870.91;3809.37;3845.08;59552
SPX;D;220707;0;3858.85;3910.63;3858.85;3902.62;58965
SPX;D;220708;0;3888.26;3918.5;3869.34;3899.38;59762
SPX;D;220711;0;3880.94;3880.94;3847.22;3854.43;59194
SPX;D;220712;0;3851.95;3873.41;3802.36;3818.8;59796
SPX;D;220713;0;3764.36;3829.4;3759.07;3801.78;59651
SPX;D;220714;0;3752.22;3796.41;3721.56;3790.38;60122
SPX;D;220715;0;3834.6;3863.62;3817.18;3863.16;59146
SPX;D;220718;0;3894.0;3902.44;3819.45;3830.85;59627
SPX;D;220719;0;3869.83;3939.7;3865.51;3936.69;59419
SPX;D;220720;0;3935.32;3974.13;3922.03;3959.9;60276
SPX;D;220721;0;3953.54;3999.29;3927.64;3998.95;60128
SPX;D;220722;0;3999.27;4012.44;3938.86;3961.63;59935
SPX;D;220725;0;3967.39;3975.3;3943.46;3966.84;59440
SPX;D;220726;0;3950.23;3953.22;3910.74;3921.05;59634
SPX;D;220727;0;3955.48;4039.56;3951.43;4023.61;59649
SPX;D;220728;0;4028.08;4078.95;3992.97;4072.43;60112
SPX;D;220729;0;4087.5;4140.12;4079.22;4130.29;59753
SPX;D;220801;0;4112.38;4144.95;4096.02;4118.63;60241
SPX;D;220802;0;4101.61;4140.47;4079.81;4091.19;60345
SPX;D;220803;0;4113.57;4167.66;4111.25;4155.17;59924
SPX;D;220804;0;4153.71;4161.29;4135.42;4151.94;60046
SPX;D;220805;0;4115.87;4151.58;4107.31;4145.19;59934
SPX;D;220808;0;4160.02;4186.62;4128.97;4140.06;60329
SPX;D;220809;0;4133.11;4137.3;4112.09;4122.47;59835
SPX;D;220810;0;4193.29;4211.03;4177.26;4210.24;59306
SPX;D;220811;0;4227.4;4257.91;4201.41;4207.27;59914
SPX;D;220812;0;4225.02;4280.47;4219.78;4280.15;58769
SPX;D;220815;0;4260.49;4301.79;4256.9;4297.14;59095
SPX;D;220816;0;4286.99;4325.28;4277.77;4305.2;59498
