<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VXX;D;180423;000000;2681.6;2681.6;2629.76;2662.4;18
VXX;D;180424;000000;2661.76;2661.76;2661.76;2661.76;6
VXX;D;180425;000000;2928;2928;2835.2;2851.2;44
VXX;D;180426;000000;2800.64;2800.64;2708.48;2717.4144;6
VXX;D;180427;000000;2671.36;2671.36;2651.1872;2651.1872;3
VXX;D;180501;000000;2707.2;2711.0464;2707.2;2711.0464;3
VXX;D;180502;000000;2596.48;2602.24;2544.64;2544.64;8
VXX;D;180503;000000;2686.72;2800;2686.72;2752;28
VXX;D;180504;000000;2579.2;2579.2;2579.2;2579.2;2
VXX;D;180507;000000;2552.96;2552.96;2544;2544;16
VXX;D;180509;000000;2511.36;2511.36;2476.16;2482.56;44
VXX;D;180510;000000;2343.04;2349.44;2343.04;2349.44;3
VXX;D;180511;000000;2330.88;2352.64;2293.12;2293.12;381
VXX;D;180514;000000;2225.92;2225.92;2225.92;2225.92;2
VXX;D;180515;000000;2340.48;2387.2;2324.48;2387.2;20
VXX;D;180516;000000;2336;2336;2287.36;2308.1728;10
VXX;D;180517;000000;2295.68;2295.68;2250.88;2250.88;22
VXX;D;180518;000000;2269.44;2271.36;2266.88;2266.88;21
VXX;D;180521;000000;2154.24;2195.84;2154.24;2176;47
VXX;D;180522;000000;2191.5072;2191.5072;2191.5072;2191.5072;6
VXX;D;180523;000000;2300.16;2300.16;2174.72;2174.72;17
VXX;D;180524;000000;2216.96;2271.36;2187.52;2187.52;105
VXX;D;180525;000000;2187.52;2187.52;2164.48;2164.48;11
VXX;D;180529;000000;2307.84;2523.52;2307.84;2458.88;130
VXX;D;180530;000000;2362.88;2362.88;2339.84;2339.84;42
VXX;D;180531;000000;2364.8;2388.48;2333.44;2364.16;56
VXX;D;180601;000000;2261.12;2261.76;2248.32;2248.32;6
VXX;D;180606;000000;2118.4;2118.4;2076.16;2076.16;18
VXX;D;180607;000000;2062.72;2152.96;2062.72;2135.04;171
VXX;D;180611;000000;2092.8;2092.8;2048;2053.1008;69
VXX;D;180612;000000;2033.92;2046.72;2033.92;2046.72;19
VXX;D;180613;000000;2026.24;2068.48;2026.24;2056.96;23
VXX;D;180614;000000;2022.4;2022.4;1998.0608;2001.3824;38
VXX;D;180615;000000;2048;2049.28;2023.68;2023.68;18
VXX;D;180618;000000;2085.76;2085.76;1998.0864;1999.904;192
VXX;D;180619;000000;2125.44;2157.44;2097.92;2101.664;59
VXX;D;180620;000000;2058.24;2058.24;2031.36;2053.76;817
VXX;D;180621;000000;2065.92;2220.8;2065.92;2189.44;22
VXX;D;180622;000000;2113.28;2147.4816;2105.6;2132.48;21
VXX;D;180625;000000;2256.64;2499.2;2256.64;2438.4;921
VXX;D;180626;000000;2383.36;2391.04;2296.3136;2338.56;19
VXX;D;180627;000000;2314.24;2479.36;2308.48;2464;52
VXX;D;180628;000000;2543.36;2545.92;2503.04;2508.8;13
VXX;D;180629;000000;2351.36;2368;2302.08;2362.88;27
VXX;D;180702;000000;2502.4;2502.4;2415.36;2415.36;47
VXX;D;180705;000000;2314.24;2314.24;2314.24;2314.24;2
VXX;D;180706;000000;2199.3472;2199.3472;2199.3472;2199.3472;3
VXX;D;180709;000000;2112;2112;2078.08;2078.72;876
VXX;D;180710;000000;2059.52;2062.72;2034.56;2034.56;200
VXX;D;180711;000000;2106.8864;2127.36;2100.48;2101.76;23
VXX;D;180712;000000;2076.16;2076.16;2048;2048;34
VXX;D;180713;000000;2042.88;2042.88;2030.6304;2030.6304;164
VXX;D;180716;000000;1998.08;2025.9328;1991.68;1999.36;431
VXX;D;180717;000000;1966.72;1966.72;1966.08;1966.08;16
VXX;D;180718;000000;1955.84;1990.4;1944.32;1955.84;48
VXX;D;180719;000000;1996.8;2007.68;1996.8;1996.8;17
VXX;D;180720;000000;2024.32;2025.6;1994.24;2001.088;28
VXX;D;180723;000000;1992.96;2022.4;1992.96;2019.84;47
VXX;D;180724;000000;1941.76;2012.16;1941.76;1967.36;115
VXX;D;180725;000000;1975.04;1984;1932.8;1949.44;408
VXX;D;180726;000000;1948.16;1954.56;1948.16;1954.56;59
VXX;D;180727;000000;1958.4;2056.32;1946.24;2018.56;40
VXX;D;180730;000000;1994.24;2056.32;1994.24;2056.32;40
VXX;D;180731;000000;2008.32;2008.32;2008.32;2008.32;2
VXX;D;180801;000000;1987.84;2010.88;1964.8;1984;22
VXX;D;180802;000000;2047.8784;2047.8784;1963.52;1963.52;8
VXX;D;180803;000000;1931.5456;1932.8128;1928.032;1928.9664;32
VXX;D;180806;000000;1928.96;1928.96;1873.1328;1873.1328;399
VXX;D;180807;000000;1845.76;1845.76;1825.92;1827.84;91
VXX;D;180808;000000;1794.5536;1794.56;1794.016;1794.016;31
VXX;D;180809;000000;1788.8;1827.2;1783.04;1825.92;154
VXX;D;180810;000000;1908.608;1952;1889.28;1917.44;713
VXX;D;180813;000000;1937.92;2032.64;1877.76;2028.8;603
VXX;D;180814;000000;1982.72;2016;1926.4;1926.4;833
VXX;D;180815;000000;2045.44;2168.32;2026.24;2046.72;1417
VXX;D;180816;000000;1969.92;1969.92;1912.32;1934.72;484
VXX;D;180817;000000;1968.64;1973.76;1881.6;1887.36;655
VXX;D;180820;000000;1848.32;1854.72;1838.08;1848.32;62
VXX;D;180821;000000;1835.52;1886.72;1835.52;1885.44;113
VXX;D;180822;000000;1885.44;1885.44;1852.8;1852.8;23
VXX;D;180823;000000;1854.72;1867.52;1832.96;1857.92;54
VXX;D;180824;000000;1824;1848.32;1818.88;1847.04;203
VXX;D;180827;000000;1834.0416;1849.6;1831.68;1849.6;41
VXX;D;180828;000000;1843.2;1857.28;1834.24;1851.5008;42
VXX;D;180829;000000;1853.44;1853.44;1833.6;1833.6;84
VXX;D;180830;000000;1853.44;1896.064;1852.16;1888.64;33
VXX;D;180831;000000;1872;1912.32;1848.96;1900.16;56
VXX;D;180904;000000;1889.28;1917.44;1873.92;1873.92;65
VXX;D;180905;000000;1920;1930.24;1884.16;1885.44;71
VXX;D;180906;000000;1934.08;1979.52;1914.88;1943.04;78
VXX;D;180907;000000;1987.84;2000;1955.2;1971.84;94
VXX;D;180910;000000;1939.84;1939.84;1905.92;1918.72;142
VXX;D;180911;000000;1941.76;1946.88;1862.4;1862.4;36
VXX;D;180912;000000;1855.36;1855.36;1829.8368;1838.08;88
VXX;D;180913;000000;1800.96;1800.96;1788.16;1788.16;31
VXX;D;180914;000000;1768.32;1779.2;1750.4;1750.4;52
VXX;D;180917;000000;1749.76;1804.8;1744.64;1804.8;588
VXX;D;180918;000000;1790.72;1795.84;1768.96;1795.2;130
VXX;D;180919;000000;1744;1744;1724.16;1733.12;87
VXX;D;180920;000000;1707.52;1712.64;1692.16;1704.96;118
VXX;D;180921;000000;1706.24;1706.624;1683.2;1700.2304;81
VXX;D;180924;000000;1715.2;1743.36;1706.24;1706.88;52
VXX;D;180925;000000;1685.76;1722.88;1685.76;1722.88;53
VXX;D;180926;000000;1699.84;1728;1690.88;1728;23
VXX;D;180927;000000;1719.04;1719.04;1711.36;1711.36;10
VXX;D;180928;000000;1722.88;1722.88;1708.8;1708.8;87
VXX;D;181001;000000;1664;1704.9664;1660.1664;1689.6;68
VXX;D;181002;000000;1696;1697.28;1684.48;1689.6;64
VXX;D;181003;000000;1667.84;1692.16;1666.56;1676.8;344
VXX;D;181004;000000;1719.04;1843.2;1707.52;1779.2;238
VXX;D;181005;000000;1747.2;1909.76;1732.48;1807.36;327
VXX;D;181008;000000;1868.16;1948.1664;1827.3792;1832.96;331
VXX;D;181009;000000;1880.32;1882.88;1861.12;1861.12;33
VXX;D;181010;000000;1913.6;2178.56;1913.6;2172.8;1043
VXX;D;181011;000000;2149.12;2457.6;2096.64;2359.04;1416
VXX;D;181012;000000;2152.96;2378.24;2152.96;2180.48;238
VXX;D;181015;000000;2227.3472;2280.9536;2165.76;2193.28;353
VXX;D;181016;000000;2140.16;2156.16;2046.72;2053.12;2889
VXX;D;181017;000000;2043.52;2184.32;2043.52;2077.44;183
VXX;D;181018;000000;2126.72;2284.16;2105.6;2230.4;198
VXX;D;181019;000000;2179.84;2270.72;2160;2193.28;366
VXX;D;181022;000000;2179.2;2302.72;2179.2;2213.12;271
VXX;D;181023;000000;2404.48;2467.84;2257.28;2283.84;771
VXX;D;181024;000000;2281.6;2474.24;2272;2474.24;267
VXX;D;181025;000000;2451.2;2513.28;2375.04;2423.04;595
VXX;D;181026;000000;2586.24;2665.6;2481.92;2559.36;1685
VXX;D;181029;000000;2462.72;2696.96;2435.2;2581.76;570
VXX;D;181030;000000;2602.24;2602.24;2478.08;2483.84;559
VXX;D;181031;000000;2434.56;2467.2;2370.56;2405.12;333
VXX;D;181101;000000;2421.12;2449.28;2325.7664;2327.68;576
VXX;D;181102;000000;2291.84;2428.8;2272;2348.8;375
VXX;D;181105;000000;2352.64;2360.96;2307.2;2323.84;119
VXX;D;181106;000000;2321.28;2327.68;2245.12;2245.12;210
VXX;D;181107;000000;2164.48;2164.48;2083.2;2085.12;925
VXX;D;181108;000000;2072.3072;2098.6624;2029.44;2080;121
VXX;D;181109;000000;2101.12;2184.96;2099.072;2126.8992;332
VXX;D;181112;000000;2154.88;2316.8;2154.88;2307.84;820
VXX;D;181113;000000;2304.64;2387.2;2266.24;2325.12;430
VXX;D;181114;000000;2280.32;2440.32;2278.4;2394.88;360
VXX;D;181115;000000;2427.52;2480;2350.72;2360.32;531
VXX;D;181116;000000;2400.64;2416;2244.48;2253.44;272
VXX;D;181119;000000;2254.08;2396.8;2246.4;2381.44;286
VXX;D;181120;000000;2526.72;2578.6816;2479.36;2517.12;703
VXX;D;181121;000000;2441.1136;2490.88;2428.8;2458.24;307
VXX;D;181123;000000;2508.8;2519.68;2461.44;2479.36;107
VXX;D;181126;000000;2424.32;2424.32;2337.92;2339.2;259
VXX;D;181127;000000;2380.16;2383.36;2291.84;2296.96;240
VXX;D;181128;000000;2262.72;2313.6;2211.2;2215.04;611
VXX;D;181129;000000;2263.68;2337.92;2237.44;2266.88;389
VXX;D;181130;000000;2272.672;2272.672;2195.2;2211.2;209
VXX;D;181203;000000;2048;2108.8;2037.12;2092.8;503
VXX;D;181204;000000;2066.56;2393.024;2064.64;2346.24;960
VXX;D;181206;000000;2545.28;2663.68;2403.84;2408.3264;2720
VXX;D;181207;000000;2410.88;2623.36;2370.56;2575.36;1115
VXX;D;181210;000000;2584.32;2707.2;2540.16;2555.52;1420
VXX;D;181211;000000;2475.52;2640.64;2469.76;2542.72;700
VXX;D;181212;000000;2490.24;2520.32;2459.52;2520.32;900
VXX;D;181213;000000;2502.4;2553.6;2469.76;2497.92;1488
VXX;D;181214;000000;2554.24;2613.12;2521.6;2586.88;1056
VXX;D;181217;000000;2622.72;2778.24;2584.32;2746.24;2091
VXX;D;181218;000000;2681.6;2812.8;2675.84;2737.92;2330
VXX;D;181219;000000;2720;2813.44;2599.04;2725.76;2981
VXX;D;181220;000000;2800;2953.6;2753.28;2886.4;2715
VXX;D;181221;000000;2871.04;3046.4;2828.16;3028.48;2766
VXX;D;181224;000000;3053.44;3165.44;3035.52;3165.44;4320
VXX;D;181226;000000;3145.6;3216;3006.72;3018.88;8175
VXX;D;181227;000000;3180.16;3326.72;3098.24;3128.96;10995
VXX;D;181228;000000;3127.04;3219.2;3047.68;3123.2;16955
VXX;D;181231;000000;3038.72;3075.2;3000.96;3019.52;6599
VXX;D;190102;000000;3102.08;3123.072;2924.16;2925.44;3618
VXX;D;190103;000000;2982.4;3114.24;2962.56;3047.8784;9465
VXX;D;190104;000000;2931.84;2945.92;2798.72;2802.56;11920
VXX;D;190107;000000;2785.92;2825.056;2710.4;2737.92;12119
VXX;D;190108;000000;2696.96;2791.68;2680.32;2697.6;9867
VXX;D;190109;000000;2666.88;2687.36;2595.84;2629.76;18770
VXX;D;190110;000000;2672;2705.92;2599.04;2600.96;26025
VXX;D;190111;000000;2636.8;2644.48;2512.64;2517.1136;16685
VXX;D;190114;000000;2585.6;2586.24;2485.12;2520.32;14804
VXX;D;190115;000000;2499.2;2510.08;2407.68;2421.76;23770
VXX;D;190116;000000;2385.92;2451.2;2376.32;2448;23177
VXX;D;190117;000000;2476.8;2477.44;2394.88;2430.08;23938
VXX;D;190118;000000;2364.16;2399.36;2325.76;2375.68;32124
VXX;D;190122;000000;2400;2615.68;2393.6;2613.12;68711
VXX;D;190123;000000;2541.44;2719.36;2534.4;2567.68;60825
VXX;D;190124;000000;2569.6;2600.96;2473.6;2477.44;82656
VXX;D;190125;000000;2421.12;2437.12;2376.32;2382.24;128075
VXX;D;190128;000000;2469.76;2559.36;2467.2;2483.84;187646
VXX;D;190129;000000;2451.84;2515.2;2431.68;2471.68;203051
VXX;D;190130;000000;2433.92;2478.08;2360.96;2367.36;311295
VXX;D;190131;000000;2361.6;2362.88;2267.52;2272;283882
VXX;D;190201;000000;2261.12;2281.6;2233.6;2246.4;273663
VXX;D;190204;000000;2235.52;2250.24;2165.76;2174.72;232448
VXX;D;190205;000000;2156.8;2174.72;2109.44;2159.3664;287235
VXX;D;190206;000000;2140.16;2170.24;2117.12;2144.64;217538
VXX;D;190207;000000;2211.2;2304.64;2177.28;2215.04;429427
VXX;D;190208;000000;2268.16;2289.28;2188.16;2188.992;279219
VXX;D;190211;000000;2161.28;2200.32;2145.28;2167.68;184879
VXX;D;190212;000000;2116.48;2142.08;2102.4;2128.64;290074
VXX;D;190213;000000;2110.72;2147.2;2100.48;2121.92;254585
VXX;D;190214;000000;2171.52;2210.56;2120.32;2156.8;353959
VXX;D;190215;000000;2117.76;2134.4;2081.6;2086.08;324020
VXX;D;190219;000000;2122.88;2129.28;2064;2092.8064;216730
VXX;D;190220;000000;2077.44;2077.44;2006.5472;2010.24;321217
VXX;D;190221;000000;2017.28;2066.24;1981.9008;2035.2;326547
VXX;D;190222;000000;2000;2006.4;1953.28;1958.944;273705
VXX;D;190225;000000;1913.6;1994.88;1891.84;1994.2464;287331
VXX;D;190226;000000;2023.04;2035.2;1976.96;2011.52;211010
VXX;D;190227;000000;2032.64;2085.12;1994.88;2012.16;276088
VXX;D;190228;000000;2012.8;2019.84;1971.2;2016;209251
VXX;D;190301;000000;1957.12;1995.52;1920;1920;289356
VXX;D;190304;000000;1896.96;2067.2;1873.28;1971.2;644097
VXX;D;190305;000000;1960.32;2008.9536;1950.72;1977.504;285186
VXX;D;190306;000000;1976.96;2048;1975.04;2029.44;365422
VXX;D;190307;000000;2059.52;2153.6;2055.68;2112.32;559563
VXX;D;190308;000000;2177.28;2213.76;2127.36;2127.36;523279
VXX;D;190311;000000;2087.04;2087.04;1964.8;1973.12;372652
VXX;D;190312;000000;1952;1960.96;1913.6;1916.16;312883
VXX;D;190313;000000;1903.36;1914.24;1879.04;1896.32;310027
VXX;D;190314;000000;1897.6;1901.0304;1858.56;1865.28;274271
VXX;D;190315;000000;1856;1861.12;1805.44;1828.48;327371
VXX;D;190318;000000;1843.84;1872.64;1818.24;1832.96;306892
VXX;D;190319;000000;1802.24;1875.84;1799.68;1849.6;447902
VXX;D;190320;000000;1851.52;1888.64;1807.36;1866.24;491269
VXX;D;190321;000000;1893.76;1893.76;1820.896;1841.28;350338
VXX;D;190322;000000;1879.68;2066.56;1861.12;2051.84;1003739
VXX;D;190325;000000;2056.96;2112;2012.16;2056.96;628937
VXX;D;190326;000000;1971.2;1998.72;1934.08;1946.24;380881
VXX;D;190327;000000;1941.76;2055.04;1927.68;1975.04;563532
VXX;D;190328;000000;1963.52;1989.7536;1926.72;1932.16;365920
VXX;D;190329;000000;1896.96;1907.84;1866.88;1872.64;370020
VXX;D;190401;000000;1854.08;1867.52;1832.96;1839.04;272489
VXX;D;190402;000000;1845.76;1854.72;1825.92;1834.24;245872
VXX;D;190403;000000;1804.8;1874.24;1799.68;1846.4;305607
VXX;D;190404;000000;1836.8;1859.84;1815.0656;1829.12;271753
VXX;D;190405;000000;1806.08;1818.88;1790.08;1791.3664;265214
VXX;D;190408;000000;1796.48;1809.92;1779.52;1783.04;246105
VXX;D;190409;000000;1807.36;1857.92;1797.12;1847.04;279466
VXX;D;190410;000000;1829.76;1843.2;1792;1795.84;228655
VXX;D;190411;000000;1770.88;1783.68;1754.24;1759.36;259482
VXX;D;190412;000000;1724.8;1726.08;1674.56;1680;340507
VXX;D;190415;000000;1655.68;1725.44;1651.2;1658.24;339605
VXX;D;190416;000000;1648;1657.6;1626.88;1646.08;256860
VXX;D;190417;000000;1617.92;1685.76;1615.36;1655.68;369616
VXX;D;190418;000000;1651.2;1684.48;1627.52;1630.72;364031
VXX;D;190422;000000;1648;1661.44;1614.72;1616.64;220994
VXX;D;190423;000000;1606.4;1615.36;1591.04;1604.48;266984
VXX;D;190424;000000;1605.76;1644.16;1602.56;1642.88;339748
VXX;D;190425;000000;1658.88;1723.84;1640.96;1673.6;415946
VXX;D;190426;000000;1658.24;1684.48;1616.64;1619.2;262906
VXX;D;190429;000000;1628.8;1644.8;1615.04;1644.16;210777
VXX;D;190430;000000;1637.12;1690.24;1632;1643.52;279162
VXX;D;190501;000000;1624.96;1706.24;1616;1706.2336;372774
VXX;D;190507;000000;1818.24;2052.48;1800.96;2001.28;1172058
VXX;D;190508;000000;1983.36;2018.56;1895.04;1964.16;609320
VXX;D;190509;000000;2073.6;2130.56;1949.44;1957.76;833454
VXX;D;190510;000000;1976.32;2024.9536;1805.7088;1811.2;889556
VXX;D;190513;000000;2026.88;2085.76;1972.48;2072.96;843655
VXX;D;190514;000000;1999.36;2012.16;1934.72;1962.24;530453
VXX;D;190515;000000;2016;2029.9456;1873.28;1880.832;460887
VXX;D;190516;000000;1864.32;1865.5936;1786.24;1800.96;411075
VXX;D;190517;000000;1871.36;1872.64;1774.72;1824.64;598378
VXX;D;190520;000000;1875.84;1907.2;1817.6;1850.24;474082
VXX;D;190521;000000;1792;1793.28;1752.96;1760.64;323312
VXX;D;190522;000000;1766.4;1772.16;1723.52;1740.48;402919
VXX;D;190523;000000;1808;1888;1808;1856.64;618176
VXX;D;190524;000000;1802.88;1843.2;1784.32;1817.6;348418
VXX;D;190528;000000;1806.08;1873.28;1776.64;1872;321757
VXX;D;190529;000000;1912.96;1943.6864;1876.48;1907.2;455714
VXX;D;190530;000000;1863.04;1912.32;1846.08;1870.72;293599
VXX;D;190531;000000;1966.72;1976.96;1913.92;1950.72;404327
VXX;D;190603;000000;1945.6;2010.24;1908.4736;1966.72;423060
VXX;D;190604;000000;1907.84;1935.36;1856;1860.48;336001
VXX;D;190605;000000;1833.6;1877.12;1811.84;1819.52;326634
VXX;D;190606;000000;1807.36;1827.2;1777.28;1783.04;247575
VXX;D;190607;000000;1777.28;1802.336;1766.4;1796.48;315285
VXX;D;190610;000000;1773.44;1807.36;1767.04;1780.48;196555
VXX;D;190611;000000;1753.6;1811.2;1747.2;1786.88;265521
VXX;D;190612;000000;1799.04;1811.2;1770.24;1775.36;207759
VXX;D;190613;000000;1756.8;1785.92;1749.12;1767.04;233421
VXX;D;190614;000000;1779.2;1795.84;1745.92;1751.04;193773
VXX;D;190617;000000;1746.56;1751.04;1720.416;1729.92;207649
VXX;D;190618;000000;1698.56;1726.72;1686.4;1717.76;359094
VXX;D;190619;000000;1705.6;1723.52;1656.32;1658.88;372082
VXX;D;190620;000000;1629.44;1716.48;1616.64;1667.84;459521
VXX;D;190621;000000;1676.8;1712;1656.64;1703.68;258888
VXX;D;190624;000000;1692.8;1697.28;1672.96;1687.04;171821
VXX;D;190625;000000;1689.6;1739.584;1687.68;1731.84;251169
VXX;D;190626;000000;1697.28;1731.2;1688.96;1717.12;195316
VXX;D;190627;000000;1705.6;1714.88;1676.8;1690.24;208659
VXX;D;190628;000000;1672.32;1683.2;1655.68;1665.28;227127
VXX;D;190701;000000;1571.2;1605.12;1565.44;1572.48;388718
VXX;D;190702;000000;1574.4;1574.4;1511.04;1512.96;372612
VXX;D;190703;000000;1514.88;1528.32;1498.88;1503.36;203353
VXX;D;190705;000000;1536.64;1581.44;1504;1509.12;309457
VXX;D;190708;000000;1543.68;1566.08;1529.6;1552;259309
VXX;D;190709;000000;1597.44;1597.44;1550.08;1555.2;218792
VXX;D;190710;000000;1534.72;1535.1616;1503.68;1507.84;286980
VXX;D;190711;000000;1486.72;1510.4;1473.6;1483.52;277300
VXX;D;190712;000000;1472.64;1484.16;1456;1457.28;258138
VXX;D;190715;000000;1452.16;1467.52;1445.12;1454.08;222326
VXX;D;190716;000000;1446.4;1465.6;1426.56;1458.88;361887
VXX;D;190717;000000;1445.12;1491.84;1436.16;1491.84;403596
VXX;D;190718;000000;1493.76;1517.76;1453.44;1479.68;392224
VXX;D;190719;000000;1450.88;1499.52;1445.76;1495.68;356439
VXX;D;190722;000000;1494.4;1502.72;1455.36;1467.5264;309481
VXX;D;190723;000000;1440.64;1464.32;1413.12;1414.4;266678
VXX;D;190724;000000;1429.76;1431.68;1370.24;1378.56;267357
VXX;D;190725;000000;1386.24;1446.4;1386.24;1420.8;427727
VXX;D;190726;000000;1394.56;1397.12;1373.44;1384.32;273547
VXX;D;190729;000000;1388.16;1408;1381.76;1397.12;231806
VXX;D;190730;000000;1424.64;1438.08;1404.16;1430.4;331756
VXX;D;190731;000000;1427.84;1557.76;1403.52;1509.12;774808
VXX;D;190801;000000;1512.96;1672.96;1443.52;1628.16;1609310
VXX;D;190802;000000;1632;1708.16;1617.28;1640.32;944748
VXX;D;190805;000000;1758.08;1896;1745.92;1875.84;1044292
VXX;D;190806;000000;1806.08;1898.88;1758.72;1760.8384;807893
VXX;D;190807;000000;1884.16;1925.76;1758.72;1769.6;781427
VXX;D;190808;000000;1731.84;1754.24;1655.68;1663.36;483916
VXX;D;190809;000000;1691.52;1757.76;1675.52;1722.24;550991
VXX;D;190812;000000;1750.4;1855.36;1744;1835.52;337409
VXX;D;190813;000000;1878.4;1881.6;1709.44;1712.6336;609360
VXX;D;190814;000000;1829.76;1952;1796.48;1950.08;879497
VXX;D;190815;000000;1902.08;1984;1879.776;1902.08;504544
VXX;D;190816;000000;1861.76;1864.96;1789.44;1795.84;386551
VXX;D;190819;000000;1718.4;1727.776;1657.28;1663.0272;396273
VXX;D;190820;000000;1680.64;1714.56;1664.64;1703.04;400420
VXX;D;190821;000000;1633.92;1646.72;1616;1621.12;387574
VXX;D;190822;000000;1605.76;1693.4336;1604.8;1647.36;440818
VXX;D;190823;000000;1704.32;1885.44;1629.44;1849.6;1114869
VXX;D;190826;000000;1761.92;1854.08;1756.16;1800.32;448996
VXX;D;190827;000000;1768.32;1880.96;1762.56;1836.16;383691
VXX;D;190828;000000;1877.12;1904;1792;1794.112;378525
VXX;D;190829;000000;1739.52;1756.16;1701.12;1719.4048;411978
VXX;D;190830;000000;1683.2;1768.96;1683.2;1725.44;393628
VXX;D;190903;000000;1792;1820.8;1761.28;1809.28;516054
VXX;D;190904;000000;1733.76;1765.76;1691.52;1693.44;519682
VXX;D;190905;000000;1650.56;1654.4;1609.6;1629.44;508774
VXX;D;190906;000000;1608.96;1620.16;1574.4;1581.44;410048
VXX;D;190909;000000;1553.28;1608.96;1550.08;1567.9936;435306
VXX;D;190910;000000;1588.48;1611.52;1557.76;1562.88;441919
VXX;D;190911;000000;1559.68;1565.44;1527.04;1535.36;440496
VXX;D;190912;000000;1508.48;1529.6;1482.88;1497.6;606791
VXX;D;190913;000000;1482.24;1493.12;1460.48;1476.48;443429
VXX;D;190916;000000;1510.4;1514.88;1472.64;1499.52;397926
VXX;D;190917;000000;1503.36;1518.72;1490.56;1491.84;366331
VXX;D;190918;000000;1478.4;1516.256;1440;1442.2528;733525
