<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VXX;D;210422;0;629.12;680.96;625.28;668.16;1688100
VXX;D;210423;0;661.92;665.28;628.48;642.88;1813473
VXX;D;210426;0;636.32;646.8448;634.112;637.28;633668
VXX;D;210427;0;633.44;643.8416;621.44;624.16;748593
VXX;D;210428;0;621.44;630.24;615.84;621.92;795872
VXX;D;210429;0;610.4;642.72;608.0;617.6;1235633
VXX;D;210430;0;630.56;648.48;622.88;642.56;1006415
VXX;D;210503;0;627.2;633.92;619.2;619.68;846466
VXX;D;210504;0;636.0;678.24;631.36;643.52;1999723
VXX;D;210505;0;632.0;646.8;615.68;627.04;1138543
VXX;D;210506;0;628.8;654.08;621.2;623.68;1250122
VXX;D;210507;0;622.72;624.48;585.2;588.32;1025423
VXX;D;210510;0;586.88;614.4;576.64;613.6;1386826
VXX;D;210511;0;648.48;674.4;628.8;659.36;2231123
VXX;D;210512;0;684.48;799.2;682.56;774.56;3992637
VXX;D;210513;0;730.88;731.36;679.04;699.6816;2383582
VXX;D;210514;0;663.52;664.0;611.52;617.6;1203743
VXX;D;210517;0;629.92;662.56;618.4;638.4016;1839657
VXX;D;210518;0;630.08;649.76;614.72;647.36;1558667
VXX;D;210519;0;689.76;741.12;672.88;677.6;3588269
VXX;D;210520;0;658.88;668.16;633.6;640.0;1661779
VXX;D;210521;0;629.28;640.32;621.6;631.68;1355528
VXX;D;210524;0;618.72;619.68;596.8;603.36;864611
VXX;D;210525;0;599.52;613.6;598.0;603.68;1039516
VXX;D;210526;0;594.24;596.32;572.0;573.92;1101216
VXX;D;210527;0;568.0;568.32;542.88;545.92;1039828
VXX;D;210528;0;541.12;556.0;538.56;554.88;923457
VXX;D;210601;0;541.6;569.12;538.872;568.16;1054117
VXX;D;210602;0;561.92;567.2;545.76;553.76;1035288
VXX;D;210603;0;570.8112;578.88;555.5504;563.84;1359063
VXX;D;210604;0;546.08;546.08;532.0;534.24;1100720
VXX;D;210607;0;533.76;539.2;523.52;524.32;797904
VXX;D;210608;0;521.6;542.08;520.32;530.56;1125894
VXX;D;210609;0;524.96;542.56;524.16;539.04;862174
VXX;D;210610;0;524.64;527.68;506.24;507.6;1335031
VXX;D;210611;0;496.96;498.56;489.28;492.64;1104504
VXX;D;210614;0;491.68;507.04;490.08;497.6;1134511
VXX;D;210615;0;500.0;512.48;497.6;508.16;1237828
VXX;D;210616;0;501.92;526.864;492.96;512.96;2736356
VXX;D;210617;0;514.56;521.36;492.4;509.92;1706566
VXX;D;210618;0;534.24;558.08;520.0;555.04;2680682
VXX;D;210621;0;535.2;551.68;512.64;520.32;1209551
VXX;D;210622;0;523.84;526.56;493.76;493.76;1013964
VXX;D;210623;0;487.52;489.92;479.52;484.32;818245
VXX;D;210624;0;472.32;478.08;470.72;475.36;798818
VXX;D;210625;0;472.96;478.4;466.4;466.8784;880606
VXX;D;210628;0;463.68;474.08;461.44;466.24;984802
VXX;D;210629;0;463.84;477.44;462.08;476.16;814987
VXX;D;210630;0;479.84;482.88;466.88;471.36;1067772
VXX;D;210701;0;466.4;470.688;462.432;463.68;1049112
VXX;D;210702;0;452.32;465.68;449.12;462.56;1501457
VXX;D;210706;0;458.56;487.2;458.08;472.8;1457369
VXX;D;210707;0;468.0;490.08;467.04;474.08;1093613
VXX;D;210708;0;515.84;519.52;496.48;504.88;1987401
VXX;D;210709;0;489.44;492.64;468.48;470.88;1306350
VXX;D;210712;0;472.16;474.56;464.48;467.84;791656
VXX;D;210713;0;468.0;475.2;457.76;473.44;1212494
VXX;D;210714;0;462.24;479.36;458.4;462.064;1556985
VXX;D;210715;0;474.88;480.32;466.24;469.44;1801136
VXX;D;210716;0;459.04;489.92;456.16;488.64;1467541
VXX;D;210719;0;516.96;592.64;512.0;558.56;4418151
VXX;D;210720;0;554.24;563.68;504.48;511.68;1950936
VXX;D;210721;0;499.84;501.76;477.92;478.7312;1255456
VXX;D;210722;0;481.92;495.04;475.2;487.36;1361158
VXX;D;210723;0;477.12;487.04;475.84;484.8;1349119
VXX;D;210726;0;491.04;496.9616;477.76;478.08;1121334
VXX;D;210727;0;488.16;527.68;488.16;493.44;2292814
VXX;D;210728;0;488.64;502.72;472.64;480.0;1691911
VXX;D;210729;0;477.6;477.6;468.56;471.84;808550
VXX;D;210730;0;488.8;489.6;472.32;483.52;1216017
VXX;D;210802;0;478.08;504.64;476.0;502.08;1296256
VXX;D;210803;0;494.08;507.36;476.8;477.12;1614886
VXX;D;210804;0;485.92;487.84;471.68;476.16;988878
VXX;D;210805;0;472.0;472.64;464.16;464.48;1062201
VXX;D;210806;0;460.16;463.12;452.16;452.8;1074536
VXX;D;210809;0;451.68;456.8;444.32;447.84;1162068
VXX;D;210810;0;442.08;446.8784;435.68;440.8;1003489
VXX;D;210811;0;436.96;440.48;426.56;428.9584;1131214
VXX;D;210812;0;431.36;432.8;415.04;419.68;1048161
VXX;D;210813;0;413.92;422.24;412.08;420.32;961863
VXX;D;210816;0;430.88;439.68;421.36;421.76;1830595
VXX;D;210817;0;434.72;456.96;428.32;435.2;3034377
VXX;D;210818;0;441.28;469.04;434.88;464.64;2091727
VXX;D;210819;0;486.56;494.4;462.88;480.16;4090943
VXX;D;210820;0;472.96;475.36;440.48;443.68;1957875
VXX;D;210823;0;431.84;431.936;421.76;429.28;1378280
VXX;D;210824;0;426.88;430.8;424.48;427.36;924453
VXX;D;210825;0;425.92;428.16;416.64;417.76;844147
VXX;D;210826;0;424.0;441.28;420.32;435.84;2073681
VXX;D;210827;0;429.44;429.6;410.4;413.28;1542005
VXX;D;210830;0;408.64;414.24;406.72;409.28;975457
VXX;D;210831;0;412.0;415.52;407.12;407.68;904285
VXX;D;210901;0;405.28;408.8;394.4;397.28;1058974
VXX;D;210902;0;393.12;404.16;392.16;396.32;1430110
VXX;D;210903;0;403.2;406.88;395.68;400.32;1586463
VXX;D;210907;0;401.92;412.6512;401.44;408.6288;1350799
VXX;D;210908;0;416.64;423.2;407.04;408.16;1611628
VXX;D;210909;0;411.52;418.72;399.36;417.12;1640627
VXX;D;210910;0;402.4;435.52;398.72;432.64;2096507
VXX;D;210913;0;414.24;436.96;412.16;417.12;2575435
VXX;D;210914;0;411.2;430.4;408.16;423.52;2333748
VXX;D;210915;0;415.52;424.64;403.84;407.2;1863089
VXX;D;210916;0;409.28;418.8784;398.48;402.88;2065640
VXX;D;210917;0;404.8;430.4;402.08;429.12;2611442
VXX;D;210920;0;462.72;518.56;452.0;476.0;5719123
VXX;D;210921;0;462.4;486.08;451.36;458.4;3088334
VXX;D;210922;0;446.72;452.96;423.84;432.96;3105081
VXX;D;210923;0;419.2;419.984;404.08;405.92;2719034
VXX;D;210924;0;415.68;416.48;392.48;393.44;1954487
VXX;D;210927;0;395.84;400.8;389.92;396.8;1444318
VXX;D;210928;0;413.92;447.68;410.08;438.56;4392756
VXX;D;210929;0;435.84;448.64;430.56;445.28;2591824
VXX;D;210930;0;433.12;453.2;423.04;445.12;3424779
VXX;D;211001;0;435.68;451.04;418.4;429.6;2345893
VXX;D;211004;0;429.6;456.0;425.76;440.96;3232653
VXX;D;211005;0;437.44;440.8;416.64;426.56;1879703
VXX;D;211006;0;435.04;452.48;418.4;419.52;3017949
VXX;D;211007;0;412.32;412.32;402.88;404.48;1478506
VXX;D;211008;0;399.2;403.04;393.6;396.8;1882738
VXX;D;211011;0;400.0;402.24;386.4;401.76;1489976
VXX;D;211012;0;395.52;403.04;389.44;393.44;1426132
VXX;D;211013;0;391.68;400.16;385.12;386.48;2172052
VXX;D;211014;0;373.7584;375.84;364.64;365.36;1806663
VXX;D;211015;0;361.76;367.04;354.88;364.96;1700613
VXX;D;211018;0;370.4;371.3616;357.28;357.6;1206823
VXX;D;211019;0;355.52;358.72;352.0;354.56;1432943
VXX;D;211020;0;355.2;356.16;349.28;351.2;1531042
VXX;D;211021;0;353.44;355.12;339.04;339.84;1517222
VXX;D;211022;0;340.8;355.2;336.96;346.88;2151412
VXX;D;211025;0;344.0;350.56;336.48;336.96;1617086
VXX;D;211026;0;333.28;350.96;332.64;343.44;1833223
VXX;D;211027;0;342.08;352.64;334.24;350.96;2026814
VXX;D;211028;0;345.12;346.72;339.072;340.0;1164261
VXX;D;211029;0;348.8;349.76;340.16;342.72;1557869
VXX;D;211101;0;339.84;350.4;336.88;337.44;1246814
VXX;D;211102;0;336.64;336.96;328.32;328.64;1146466
VXX;D;211103;0;329.44;331.68;314.24;317.12;2372533
VXX;D;211104;0;313.6;326.24;311.52;321.84;1920561
VXX;D;211105;0;318.4;334.88;317.12;333.92;2139524
VXX;D;211108;0;328.16;340.0;327.04;333.44;1460262
VXX;D;211109;0;336.48;347.68;335.68;339.2;2186508
VXX;D;211110;0;346.4;353.76;333.28;344.64;3105837
VXX;D;211111;0;337.6;341.52;330.88;338.16;1069480
VXX;D;211112;0;332.16;335.2;324.48;325.76;1293183
VXX;D;211115;0;321.76;332.8;321.6;321.76;1144856
VXX;D;211116;0;324.32;324.8;317.76;323.04;1139935
VXX;D;211117;0;322.08;329.6;319.84;328.16;1355718
VXX;D;211118;0;324.8;335.68;323.52;331.36;1456306
VXX;D;211119;0;332.96;339.2;328.16;335.44;1830971
VXX;D;211122;0;328.16;342.72;326.08;341.2864;2340979
VXX;D;211123;0;341.44;348.0;331.52;333.04;2473937
VXX;D;211124;0;341.6;347.84;326.72;328.32;2059544
VXX;D;211126;0;367.52;423.04;362.0;413.44;4642404
VXX;D;211129;0;370.56;373.76;346.16;355.36;2607742
VXX;D;211130;0;375.84;408.32;368.48;407.52;3887143
VXX;D;211201;0;378.08;437.92;364.08;436.96;4032560
VXX;D;211202;0;423.52;431.2;402.72;411.36;3174859
VXX;D;211203;0;408.0;482.4;404.8;447.68;7393608
VXX;D;211206;0;431.52;446.88;410.24;411.68;4161522
VXX;D;211207;0;388.48;388.64;361.6;366.88;2610347
VXX;D;211208;0;363.2;368.48;344.48;345.4416;1445116
VXX;D;211209;0;345.44;362.24;339.84;355.0144;2842022
VXX;D;211210;0;338.24;349.44;331.68;332.48;2729354
VXX;D;211213;0;335.68;349.6;334.88;345.44;2470762
VXX;D;211214;0;357.6;368.1264;347.68;350.56;3041537
VXX;D;211215;0;354.08;368.16;325.6;326.72;4306662
VXX;D;211216;0;320.96;351.6;319.36;340.64;4733645
VXX;D;211217;0;353.76;361.92;337.92;351.84;4147469
VXX;D;211220;0;384.0;397.92;361.6;364.2768;4302493
VXX;D;211221;0;352.48;360.96;342.56;346.88;2245616
VXX;D;211222;0;345.76;345.76;326.24;326.56;1867668
VXX;D;211223;0;323.2;324.48;319.2;323.2;1808215
VXX;D;211227;0;320.32;324.64;313.6;315.1696;1555691
VXX;D;211228;0;313.44;316.8;307.2;307.2;1710407
VXX;D;211229;0;306.88;310.24;296.8;299.52;1385983
VXX;D;211230;0;297.76;302.0;292.64;299.12;1177430
VXX;D;211231;0;298.4;301.76;293.92;296.48;1360826
VXX;D;220103;0;292.48;298.4;286.08;286.4;2062949
VXX;D;220104;0;284.16;294.72;283.36;286.4;2398499
VXX;D;220105;0;288.32;308.96;281.6;308.48;4616828
VXX;D;220106;0;309.92;315.2;300.88;310.08;3832223
VXX;D;220107;0;309.12;317.76;299.68;300.96;3045549
VXX;D;220110;0;312.64;329.68;294.56;295.68;5535290
VXX;D;220111;0;299.52;305.92;284.32;284.96;3070781
VXX;D;220112;0;281.44;287.68;276.72;282.4;2502139
VXX;D;220113;0;281.28;302.232;278.4;299.68;3555102
VXX;D;220114;0;309.92;311.44;292.72;295.04;5163930
VXX;D;220118;0;308.0;320.64;307.36;318.08;4142596
VXX;D;220119;0;311.52;328.64;310.0;325.76;4264356
VXX;D;220120;0;317.76;342.24;305.28;339.68;4247726
VXX;D;220121;0;345.6;371.68;338.4;370.56;7942055
VXX;D;220124;0;400.16;445.44;372.3392;379.68;10939015
VXX;D;220125;0;405.28;420.16;370.4;381.6;8301846
VXX;D;220126;0;364.8;397.84;348.16;388.32;8512109
VXX;D;220127;0;369.6;402.08;362.16;391.84;7148699
VXX;D;220128;0;383.84;400.64;365.28;367.1408;5958597
VXX;D;220131;0;371.36;374.4;342.56;342.56;3728302
VXX;D;220201;0;336.16;345.92;316.72;317.6;3133638
VXX;D;220202;0;315.36;323.68;308.8;310.88;2551463
VXX;D;220203;0;330.24;351.52;321.52;348.64;4061798
VXX;D;220204;0;344.32;354.56;324.8;335.84;3726222
VXX;D;220207;0;328.0;331.84;319.52;327.2;2606039
VXX;D;220208;0;323.52;329.3888;310.56;311.68;2411957
VXX;D;220209;0;303.04;306.4;299.52;299.84;2366900
VXX;D;220210;0;315.68;335.44;300.48;328.64;5106570
VXX;D;220211;0;327.52;381.92;324.7152;371.68;6953851
VXX;D;220214;0;372.96;396.8;368.16;372.8;6044861
VXX;D;220215;0;346.88;355.52;341.28;342.4;3168305
VXX;D;220216;0;347.2;354.24;327.36;328.32;3372853
VXX;D;220217;0;347.36;369.44;345.92;367.5184;3910229
VXX;D;220218;0;370.88;385.12;364.8;375.5216;4405831
VXX;D;220222;0;380.64;393.92;366.08;373.6;5085157
VXX;D;220223;0;363.68;396.32;362.4;394.72;4542909
VXX;D;220224;0;438.4;439.2;380.32;382.72;6275525
VXX;D;220225;0;379.52;387.2016;361.92;367.2;3747839
VXX;D;220228;0;395.2;399.52;376.8;384.48;4273322
VXX;D;220301;0;394.4;431.52;389.12;426.56;4228404
VXX;D;220302;0;420.96;423.84;395.2;399.1776;3114410
VXX;D;220303;0;394.88;412.32;389.4384;401.76;3005654
VXX;D;220304;0;423.84;437.12;416.4;419.04;3568165
VXX;D;220307;0;420.8;456.4816;420.16;455.68;3863559
VXX;D;220308;0;452.16;469.7584;426.88;450.08;4714509
VXX;D;220309;0;427.12;435.52;419.2;432.48;3133598
VXX;D;220310;0;438.4;440.48;412.96;413.28;2863613
VXX;D;220311;0;400.48;422.88;399.84;421.9168;2962054
VXX;D;220314;0;419.36;492.0;407.2;467.52;3762663
VXX;D;220315;0;494.24;666.4;463.36;475.2;2806673
VXX;D;220316;0;472.64;474.7184;414.24;416.16;694980
VXX;D;220317;0;422.4;440.64;412.8;421.6;440080
VXX;D;220318;0;438.08;446.08;394.24;396.0;475525
VXX;D;220321;0;396.64;421.12;382.24;412.64;486146
VXX;D;220322;0;408.64;410.4;391.68;407.04;258836
VXX;D;220323;0;414.4;415.84;391.68;406.7216;263153
VXX;D;220324;0;400.32;416.48;396.0;402.24;199822
VXX;D;220325;0;400.8;412.48;399.04;403.84;242898
VXX;D;220328;0;411.52;487.52;406.4;411.2;553247
VXX;D;220329;0;401.6;407.84;387.52;400.64;263793
VXX;D;220330;0;404.48;412.96;396.48;406.88;203466
VXX;D;220331;0;405.28;416.32;403.36;412.96;154668
VXX;D;220401;0;409.12;414.24;400.0;400.48;165306
VXX;D;220404;0;400.16;404.48;383.84;384.32;166884
VXX;D;220405;0;393.6;414.24;386.736;400.64;220119
VXX;D;220406;0;416.16;423.52;389.6;390.08;256869
VXX;D;220407;0;394.88;399.2;384.16;385.6;172033
VXX;D;220408;0;389.6;400.0;379.44;395.84;144475
VXX;D;220411;0;406.08;417.6;396.0;416.9616;185044
VXX;D;220412;0;402.88;421.92;395.2;411.5168;230834
VXX;D;220413;0;412.0;416.32;392.48;393.44;150431
VXX;D;220414;0;392.32;401.12;386.4;399.68;149324
VXX;D;220418;0;402.4;409.424;397.44;405.12;118201
VXX;D;220419;0;401.28;403.84;391.36;396.0;123098
VXX;D;220420;0;389.76;402.72;388.96;390.56;89738
VXX;D;220421;0;387.2;403.52;384.16;397.76;139734
VXX;D;220422;0;397.92;424.0;396.9616;416.64;245528
VXX;D;220425;0;425.6;431.52;396.8;396.8;255999
VXX;D;220426;0;403.68;434.56;403.36;420.32;256315
VXX;D;220427;0;416.16;436.0;408.16;436.0;308155
VXX;D;220428;0;414.4;443.36;408.0;417.28;262293
VXX;D;220429;0;424.16;450.4;417.44;443.52;309936
VXX;D;220502;0;462.24;468.48;440.0;440.16;270231
VXX;D;220503;0;434.24;444.96;428.32;430.4;127854
VXX;D;220504;0;425.28;429.44;398.08;398.4;246779
VXX;D;220505;0;400.96;441.28;400.96;436.928;424704
VXX;D;220506;0;438.4;455.36;426.24;432.24;291695
VXX;D;220509;0;453.28;459.04;437.12;449.9216;241696
VXX;D;220510;0;428.8;454.88;424.8;432.8;245376
VXX;D;220511;0;434.4;443.2;416.48;436.0;145956
VXX;D;220512;0;439.36;451.04;425.28;431.2;185249
VXX;D;220513;0;420.32;423.68;412.32;415.52;157840
VXX;D;220516;0;416.0;419.04;390.4;392.48;206408
VXX;D;220517;0;385.12;411.84;385.12;395.36;182393
VXX;D;220518;0;404.8;423.52;392.32;418.56;268122
VXX;D;220519;0;420.64;429.76;404.48;405.6;226245
VXX;D;220520;0;398.4;424.0;395.6;399.84;349943
VXX;D;220523;0;396.96;410.08;373.28;384.96;318051
VXX;D;220524;0;390.4;400.0;382.72;384.48;279192
VXX;D;220525;0;390.4;391.2;369.6;373.76;168352
VXX;D;220526;0;374.24;374.72;366.24;371.04;181337
VXX;D;220527;0;363.52;365.92;355.2;358.4;181568
VXX;D;220531;0;364.8;368.7744;355.2;360.8;193509
VXX;D;220601;0;354.4;371.2;351.36;353.28;175187
VXX;D;220602;0;358.24;360.64;348.16;351.888;173955
VXX;D;220603;0;354.56;362.728;349.44;350.08;167124
VXX;D;220606;0;345.76;359.2;344.24;348.8;198060
VXX;D;220607;0;352.16;357.44;345.76;346.32;151844
VXX;D;220608;0;348.0;351.36;342.4;348.64;125907
VXX;D;220609;0;348.0;373.44;345.12;370.08;203991
VXX;D;220610;0;372.8;385.6;367.68;369.9392;402837
VXX;D;220613;0;394.08;420.64;392.32;414.08;412430
VXX;D;220614;0;409.28;416.96;400.32;404.48;186778
VXX;D;220615;0;396.8;400.8;370.576;383.04;320453
VXX;D;220616;0;399.36;417.44;396.64;405.6;265638
VXX;D;220617;0;402.4;409.44;390.56;396.64;168209
VXX;D;220621;0;381.6;391.36;378.08;390.56;182630
VXX;D;220622;0;397.6;398.544;376.4784;376.8;153770
VXX;D;220623;0;374.72;383.04;366.08;374.4;170266
VXX;D;220624;0;369.44;372.0;364.8;369.76;164303
VXX;D;220627;0;366.24;370.72;360.0;360.16;134017
VXX;D;220628;0;356.0;368.96;354.72;364.16;174982
VXX;D;220629;0;368.0;373.6;361.52;364.96;120776
VXX;D;220630;0;372.0;380.32;364.48;365.28;143386
VXX;D;220701;0;370.88;376.64;358.56;359.84;126252
VXX;D;220705;0;370.24;376.32;360.32;361.9184;140822
VXX;D;220706;0;361.28;367.04;354.56;354.72;99948
VXX;D;220707;0;353.92;356.0;348.32;356.0;130935
VXX;D;220708;0;356.8;356.8;349.04;351.84;105807
VXX;D;220711;0;355.68;360.8;350.88;356.64;118195
VXX;D;220712;0;356.8;363.52;351.36;359.2;107878
VXX;D;220713;0;365.76;368.48;354.56;357.28;114307
VXX;D;220714;0;367.84;368.96;356.8;357.12;171229
VXX;D;220715;0;351.68;353.9216;341.92;344.64;185327
VXX;D;220718;0;339.84;352.64;337.92;350.72;118773
VXX;D;220719;0;343.68;349.44;341.6;348.64;100090
VXX;D;220720;0;347.84;348.4;342.08;343.2;108960
VXX;D;220721;0;345.28;348.0;338.24;339.36;127523
VXX;D;220722;0;337.76;350.08;336.8;341.6;151944
VXX;D;220725;0;320.96;338.72;320.8;338.24;234999
VXX;D;220726;0;343.04;349.52;339.52;345.6;156630
VXX;D;220727;0;339.2;343.52;335.5264;340.08;138964
VXX;D;220728;0;338.56;345.44;331.2;334.0;120533
VXX;D;220729;0;335.04;339.2;332.48;335.04;99013
VXX;D;220801;0;343.68;348.8;336.0;348.32;103706
VXX;D;220802;0;350.88;352.32;340.32;347.36;90098
VXX;D;220803;0;340.32;352.64;336.32;349.6016;114086
VXX;D;220804;0;354.4;354.4;341.6;342.4;96417
VXX;D;220805;0;349.12;351.36;340.96;344.0;95053
VXX;D;220808;0;341.6;358.72;341.6;353.6;112332
VXX;D;220809;0;357.12;358.08;348.96;351.52;43563
VXX;D;220810;0;344.8;351.68;342.72;343.04;81492
VXX;D;220811;0;343.04;349.76;337.28;347.04;78552
VXX;D;220812;0;345.12;352.64;345.12;352.32;83399
VXX;D;220815;0;356.48;356.48;338.4;344.0;106824
VXX;D;220816;0;341.92;343.84;337.12;340.64;87106
VXX;D;220817;0;344.0;346.72;336.32;338.24;80735
VXX;D;220818;0;338.4;340.16;337.44;338.24;57892
VXX;D;220819;0;341.6;344.0;338.4;340.8;83377
VXX;D;220822;0;345.92;346.4;336.32;338.4;127556
VXX;D;220823;0;337.92;339.04;320.96;322.56;100765
VXX;D;220824;0;322.4;322.56;313.52;316.8;81349
VXX;D;220825;0;312.32;316.08;307.36;314.4;65500
VXX;D;220826;0;312.0;339.2;311.84;322.4;180763
VXX;D;220829;0;324.48;324.72;311.52;315.2;119108
VXX;D;220830;0;315.2;321.28;309.12;312.0;83865
VXX;D;220831;0;309.6;310.72;304.64;307.52;78320
VXX;D;220901;0;305.92;317.76;305.92;310.24;92128
VXX;D;220902;0;307.2;310.4;299.5792;306.4;119219
VXX;D;220906;0;301.12;313.088;300.0;307.36;67278
VXX;D;220907;0;310.56;311.2;293.44;296.8;85069
VXX;D;220908;0;298.4;299.68;289.6;292.16;115570
VXX;D;220909;0;292.0;296.0;288.16;295.2;80213
VXX;D;220912;0;292.0;293.312;288.48;290.4;101575
VXX;D;220913;0;298.4;310.2656;294.72;304.336;141082
VXX;D;220914;0;303.68;309.92;302.4;305.44;77417
VXX;D;220915;0;304.48;310.4;301.1216;306.4;109695
VXX;D;220916;0;316.48;320.0;314.4;317.76;142077
VXX;D;220919;0;303.04;303.52;285.6;287.84;340129
VXX;D;220920;0;290.08;297.04;289.6;294.72;125307
VXX;D;220921;0;291.04;302.4;285.76;301.76;169392
VXX;D;220922;0;299.2;307.44;296.96;301.6;133739
VXX;D;220923;0;308.16;333.44;308.16;319.68;305683
VXX;D;220926;0;325.44;332.48;313.12;330.24;235637
VXX;D;220927;0;320.96;342.88;319.68;334.88;189163
VXX;D;220928;0;332.8;337.92;317.12;321.12;221331
VXX;D;220929;0;329.6;344.0;329.2784;330.56;260549
VXX;D;220930;0;331.2;338.24;320.32;336.96;168324
VXX;D;221003;0;327.68;330.56;316.32;322.24;192875
VXX;D;221004;0;309.76;314.4;306.88;310.24;200486
VXX;D;221005;0;315.84;322.4;310.08;312.16;109517
VXX;D;221006;0;310.88;323.04;308.32;321.6064;95651
VXX;D;221007;0;325.6;337.36;324.8;334.72;176581
VXX;D;221010;0;336.96;351.1872;336.32;343.0336;131600
VXX;D;221011;0;345.44;352.96;337.12;348.16;156837
VXX;D;221012;0;346.24;349.36;341.12;344.8;180576
