<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPX;D;160307;000000;1996.11;2006.12;1989.38;2001.76;15472
SPX;D;160308;000000;1996.88;1996.88;1977.43;1979.26;16673
SPX;D;160309;000000;1981.44;1992.69;1979.84;1989.26;16073
SPX;D;160310;000000;1990.97;2005.07;1969.25;1989.57;16783
SPX;D;160311;000000;1995.93;2022.34;1995.93;2022.19;15132
SPX;D;160314;000000;2018.73;2024.57;2012.05;2019.64;14749
SPX;D;160315;000000;2014;2015.94;2005.23;2015.93;14993
SPX;D;160316;000000;2014.24;2032.02;2010.04;2027.22;16699
SPX;D;160317;000000;2026.9;2046.24;2022.16;2040.59;16149
SPX;D;160318;000000;2041.16;2052.36;2041.16;2049.58;15848
SPX;D;160321;000000;2047.88;2053.91;2043.14;2051.6;15497
SPX;D;160322;000000;2048.64;2056.6;2040.57;2049.8;14723
SPX;D;160323;000000;2048.55;2048.55;2034.86;2036.71;15510
SPX;D;160324;000000;2032.48;2036.04;2022.49;2035.94;14935
SPX;D;160328;000000;2037.89;2042.67;2031.96;2037.05;14439
SPX;D;160329;000000;2035.75;2055.91;2028.31;2055.01;15467
SPX;D;160330;000000;2058.27;2072.21;2058.27;2063.95;14980
SPX;D;160331;000000;2063.77;2067.92;2057.46;2059.74;14445
SPX;D;160401;000000;2056.62;2075.07;2043.98;2072.78;15191
SPX;D;160404;000000;2073.19;2074.02;2062.57;2066.13;14891
SPX;D;160405;000000;2060.18;2060.18;2042.56;2045.17;15775
SPX;D;160406;000000;2045.56;2067.33;2043.09;2066.66;15420
SPX;D;160407;000000;2063.01;2063.01;2033.8;2041.91;15943
SPX;D;160408;000000;2045.54;2060.63;2041.69;2047.6;15769
SPX;D;160411;000000;2051.54;2062.93;2041.88;2041.99;15475
SPX;D;160412;000000;2043.76;2065.05;2039.74;2061.72;15607
SPX;D;160413;000000;2065.92;2083.18;2065.92;2082.42;16020
SPX;D;160414;000000;2082.89;2087.84;2078.13;2082.78;14666
SPX;D;160415;000000;2083.1;2083.22;2076.31;2080.73;14180
SPX;D;160418;000000;2078.83;2094.66;2073.65;2094.34;14789
SPX;D;160419;000000;2096.05;2104.05;2091.68;2100.8;15432
SPX;D;160420;000000;2101.52;2111.05;2096.32;2102.4;15115
SPX;D;160421;000000;2102.09;2103.78;2088.52;2091.48;16085
SPX;D;160422;000000;2091.49;2094.32;2081.2;2091.58;16175
SPX;D;160425;000000;2089.37;2089.37;2077.52;2087.79;14855
SPX;D;160426;000000;2089.84;2096.87;2085.8;2091.7;14834
SPX;D;160427;000000;2092.33;2099.89;2082.31;2095.15;16499
SPX;D;160428;000000;2090.93;2099.3;2071.63;2075.81;16579
SPX;D;160429;000000;2071.82;2073.85;2052.28;2065.3;17611
SPX;D;160502;000000;2067.17;2083.42;2066.11;2081.43;15823
SPX;D;160503;000000;2077.18;2077.18;2054.89;2063.37;16274
SPX;D;160504;000000;2060.3;2060.3;2045.55;2051.12;16066
SPX;D;160505;000000;2052.95;2060.23;2045.77;2050.63;15970
SPX;D;160506;000000;2047.77;2057.72;2039.45;2057.14;15660
SPX;D;160509;000000;2057.55;2064.15;2054.31;2058.69;15255
SPX;D;160510;000000;2062.63;2084.87;2062.63;2084.39;13919
SPX;D;160511;000000;2083.29;2083.29;2064.46;2064.46;14683
SPX;D;160512;000000;2067.17;2073.99;2053.13;2064.11;15941
SPX;D;160513;000000;2062.5;2066.79;2043.13;2046.61;15924
SPX;D;160516;000000;2046.53;2071.88;2046.53;2066.66;14591
SPX;D;160517;000000;2065.04;2065.69;2040.82;2047.21;16106
SPX;D;160518;000000;2044.38;2060.61;2034.49;2047.63;16969
SPX;D;160519;000000;2042.36;2043.2;2025.91;2040.04;16486
SPX;D;160520;000000;2041.88;2058.35;2041.88;2052.32;13870
SPX;D;160523;000000;2052.23;2055.58;2047.26;2048.04;13872
SPX;D;160524;000000;2054.52;2079.67;2054.52;2076.06;13516
SPX;D;160525;000000;2078.93;2094.73;2078.93;2090.54;13919
SPX;D;160526;000000;2091.68;2094.3;2087.08;2090.1;13040
SPX;D;160527;000000;2090.06;2099.06;2090.06;2099.06;12596
SPX;D;160531;000000;2100.13;2103.48;2088.66;2096.96;14011
SPX;D;160601;000000;2093.94;2100.97;2085.1;2099.33;14359
SPX;D;160602;000000;2097.71;2105.26;2088.59;2105.26;13515
SPX;D;160603;000000;2104.07;2104.07;2085.36;2099.13;14451
SPX;D;160606;000000;2101.7;2113.36;2101.56;2109.41;13690
SPX;D;160607;000000;2110.18;2119.22;2110.18;2112.13;12764
SPX;D;160608;000000;2112.71;2120.55;2112.71;2119.12;12525
SPX;D;160609;000000;2115.65;2117.64;2107.73;2115.48;13032
SPX;D;160610;000000;2109.57;2109.57;2089.96;2096.07;14252
SPX;D;160613;000000;2091.75;2098.12;2078.46;2079.06;15346
SPX;D;160614;000000;2076.65;2081.3;2064.1;2075.32;15542
SPX;D;160615;000000;2078.69;2085.65;2069.8;2071.5;13999
SPX;D;160616;000000;2064.84;2079.62;2050.37;2077.99;16078
SPX;D;160617;000000;2078.2;2078.2;2062.84;2071.22;15112
SPX;D;160620;000000;2075.58;2100.66;2075.58;2083.25;14293
SPX;D;160621;000000;2085.19;2093.66;2083.02;2088.9;14147
SPX;D;160622;000000;2089.75;2099.71;2084.36;2085.45;14577
SPX;D;160623;000000;2092.8;2113.32;2092.8;2113.32;13318
SPX;D;160624;000000;2095.92;2095.92;2032.57;2037.41;18369
SPX;D;160627;000000;2031.45;2031.45;1991.68;2000.54;18041
SPX;D;160628;000000;2006.67;2036.09;2006.67;2036.09;16471
SPX;D;160629;000000;2042.69;2073.13;2042.69;2070.77;15359
SPX;D;160630;000000;2073.17;2098.94;2070;2098.86;16499
SPX;D;160701;000000;2099.34;2108.71;2097.9;2102.95;14456
SPX;D;160705;000000;2095.05;2095.05;2080.86;2088.55;14823
SPX;D;160706;000000;2084.43;2100.72;2074.02;2099.73;15765
SPX;D;160707;000000;2100.42;2109.08;2089.39;2097.9;15688
SPX;D;160708;000000;2106.97;2131.71;2106.97;2129.9;13921
SPX;D;160711;000000;2131.72;2143.16;2131.72;2137.16;13182
SPX;D;160712;000000;2139.5;2155.4;2139.5;2152.14;13768
SPX;D;160713;000000;2153.81;2156.45;2146.21;2152.43;13987
SPX;D;160714;000000;2157.88;2168.99;2157.88;2163.75;13672
SPX;D;160715;000000;2165.13;2169.05;2155.79;2161.74;13119
SPX;D;160718;000000;2162.04;2168.35;2159.63;2166.89;12172
SPX;D;160719;000000;2163.79;2164.63;2159.01;2163.78;12821
SPX;D;160720;000000;2166.1;2175.63;2164.89;2173.02;12520
SPX;D;160721;000000;2173.12;2174.56;2159.75;2165.17;13493
SPX;D;160722;000000;2166.47;2175.11;2163.24;2175.03;12266
SPX;D;160725;000000;2173.36;2173.54;2161.95;2168.48;12706
SPX;D;160726;000000;2168.97;2173.54;2160.18;2169.18;12971
SPX;D;160727;000000;2169.81;2174.98;2159.13;2166.58;15206
SPX;D;160728;000000;2165.41;2172.85;2159.74;2170.06;14284
SPX;D;160729;000000;2168.83;2177.09;2163.49;2173.6;13963
SPX;D;160801;000000;2173.15;2178.29;2166.21;2170.84;14220
SPX;D;160802;000000;2169.94;2170.2;2147.58;2157.03;15240
SPX;D;160803;000000;2156.81;2163.79;2152.56;2163.79;13636
SPX;D;160804;000000;2163.86;2168.19;2159.07;2164.25;12599
SPX;D;160805;000000;2168.79;2182.87;2168.79;2182.87;12423
SPX;D;160808;000000;2183.76;2185.44;2177.85;2180.89;11559
SPX;D;160809;000000;2182.24;2187.66;2178.61;2181.74;12048
SPX;D;160810;000000;2182.81;2183.41;2172;2175.49;12251
SPX;D;160811;000000;2177.97;2188.45;2177.97;2185.79;11738
SPX;D;160812;000000;2183.74;2186.28;2180.12;2184.05;8948
SPX;D;160815;000000;2186.14;2193.81;2186.14;2190.15;10459
SPX;D;160816;000000;2186.01;2186.04;2178.14;2178.15;12031
SPX;D;160817;000000;2177.84;2183.08;2168.5;2182.22;13551
SPX;D;160818;000000;2181.86;2187.03;2180.46;2187.02;11960
SPX;D;160819;000000;2184.08;2185;2175.13;2183.87;12329
SPX;D;160822;000000;2181.58;2185.15;2175.96;2182.64;12242
SPX;D;160823;000000;2187.81;2193.42;2186.86;2186.9;11355
SPX;D;160824;000000;2185.09;2186.66;2171.25;2175.44;12520
SPX;D;160825;000000;2173.01;2179;2169.74;2172.47;13325
SPX;D;160826;000000;2175.1;2187.94;2160.39;2169.04;14940
SPX;D;160829;000000;2170.19;2183.48;2170.19;2180.38;11689
SPX;D;160830;000000;2179.45;2182.27;2170.41;2176.12;11981
SPX;D;160831;000000;2173.56;2173.79;2161.36;2170.95;12571
SPX;D;160901;000000;2171.33;2173.56;2157.09;2170.86;12832
SPX;D;160902;000000;2178;2184.87;2173.59;2179.98;12405
SPX;D;160906;000000;2181.61;2186.56;2175.1;2186.48;12407
SPX;D;160907;000000;2185.17;2187.87;2179.07;2186.16;13004
SPX;D;160908;000000;2182.76;2184.94;2177.49;2181.3;13244
SPX;D;160909;000000;2168.57;2168.57;2127.81;2127.81;14448
SPX;D;160912;000000;2120.16;2163.3;2119.12;2159.04;14716
SPX;D;160913;000000;2150.47;2150.47;2120.27;2127.02;16511
SPX;D;160914;000000;2127.86;2141.32;2119.9;2125.77;16309
SPX;D;160915;000000;2125.07;2151.31;2122.36;2147.26;14990
SPX;D;160916;000000;2146.44;2146.44;2131.2;2139.16;14728
SPX;D;160919;000000;2143.99;2153.61;2135.91;2139.12;14024
SPX;D;160920;000000;2146.12;2150.8;2139.17;2139.76;13775
SPX;D;160921;000000;2144.97;2165.09;2139.57;2163.12;14049
SPX;D;160922;000000;2171.55;2179.99;2171.54;2177.18;11234
SPX;D;160923;000000;2173.29;2173.75;2163.97;2164.69;14044
SPX;D;160926;000000;2158.54;2158.54;2145.09;2146.1;13376
SPX;D;160927;000000;2145.96;2161.13;2141.55;2159.93;13630
SPX;D;160928;000000;2161.85;2172.37;2151.79;2171.37;14756
SPX;D;160929;000000;2168.9;2172.67;2145.2;2151.13;17082
SPX;D;160930;000000;2156.51;2175.3;2156.51;2168.27;14479
SPX;D;161003;000000;2164.33;2164.41;2154.77;2161.2;14155
SPX;D;161004;000000;2163.37;2165.46;2144.01;2150.49;15975
SPX;D;161005;000000;2155.15;2163.95;2155.15;2159.73;13609
SPX;D;161006;000000;2158.22;2162.93;2150.28;2160.77;14014
SPX;D;161007;000000;2164.19;2165.86;2144.85;2153.74;14345
SPX;D;161010;000000;2160.39;2169.6;2160.39;2163.66;12483
SPX;D;161011;000000;2161.35;2161.56;2128.84;2136.73;15413
SPX;D;161012;000000;2137.67;2145.36;2132.77;2139.18;13974
SPX;D;161013;000000;2129.71;2138.19;2114.74;2132.55;13310
SPX;D;161014;000000;2139.68;2149.19;2132.98;2132.98;14941
SPX;D;161017;000000;2132.95;2135.61;2124.43;2126.5;13346
SPX;D;161018;000000;2138.31;2144.38;2135.49;2139.6;12974
SPX;D;161019;000000;2140.81;2148.44;2138.15;2144.29;12813
SPX;D;161020;000000;2142.51;2147.18;2133.44;2141.34;14280
SPX;D;161021;000000;2139.43;2142.63;2130.09;2141.16;14158
SPX;D;161024;000000;2148.5;2154.79;2146.91;2151.33;12779
SPX;D;161025;000000;2149.72;2151.44;2141.93;2143.16;13685
SPX;D;161026;000000;2136.97;2145.73;2131.59;2139.43;14903
SPX;D;161027;000000;2144.06;2147.13;2132.52;2133.04;15367
SPX;D;161028;000000;2132.23;2140.72;2119.36;2126.41;16992
SPX;D;161031;000000;2129.78;2133.25;2125.53;2126.15;14341
SPX;D;161101;000000;2128.68;2131.45;2097.85;2111.72;16658
SPX;D;161102;000000;2109.43;2111.76;2094;2097.94;16714
SPX;D;161103;000000;2098.8;2102.56;2085.23;2088.66;16199
SPX;D;161104;000000;2083.79;2099.07;2083.79;2085.18;15497
SPX;D;161107;000000;2100.59;2132;2100.59;2131.52;14490
SPX;D;161108;000000;2129.92;2146.74;2123.56;2139.56;15364
SPX;D;161109;000000;2131.56;2170.1;2125.35;2163.26;18543
SPX;D;161110;000000;2167.49;2182.3;2151.17;2167.48;18915
SPX;D;161111;000000;2162.65;2165.92;2152.49;2164.45;17048
SPX;D;161114;000000;2166.05;2171.36;2156.08;2164.2;17846
SPX;D;161115;000000;2168.29;2180.84;2166.38;2180.39;16075
SPX;D;161116;000000;2176.21;2179.22;2172.2;2176.94;15282
SPX;D;161117;000000;2177.41;2188.06;2176.65;2187.12;14816
SPX;D;161118;000000;2187.01;2189.89;2180.38;2181.9;13892
SPX;D;161121;000000;2186.43;2198.7;2186.43;2198.18;13760
SPX;D;161122;000000;2201.56;2204.8;2194.51;2202.94;14430
SPX;D;161123;000000;2198.42;2204.72;2194.51;2204.72;14122
SPX;D;161125;000000;2206.27;2213.35;2206.27;2213.35;7515
SPX;D;161128;000000;2210.21;2211.14;2200.36;2201.72;14067
SPX;D;161129;000000;2200.76;2210.46;2198.15;2204.66;13989
SPX;D;161130;000000;2204.97;2214.1;2198.81;2198.81;15598
SPX;D;161201;000000;2200.17;2202.6;2187.44;2191.08;17197
SPX;D;161202;000000;2191.12;2197.95;2188.37;2191.95;15080
SPX;D;161205;000000;2200.65;2209.42;2199.97;2204.71;17770
SPX;D;161206;000000;2207.26;2212.78;2202.21;2212.23;17499
SPX;D;161207;000000;2210.72;2241.63;2208.93;2241.35;18261
SPX;D;161208;000000;2241.13;2251.69;2237.57;2246.19;18545
SPX;D;161209;000000;2249.73;2259.8;2249.23;2259.53;17347
SPX;D;161212;000000;2258.83;2264.03;2252.37;2256.96;17936
SPX;D;161213;000000;2263.32;2277.53;2263.32;2271.72;18344
SPX;D;161214;000000;2268.35;2276.2;2248.44;2253.28;18911
SPX;D;161215;000000;2253.77;2272.12;2253.77;2262.03;18594
SPX;D;161216;000000;2266.81;2268.05;2254.24;2258.07;17632
SPX;D;161219;000000;2259.24;2267.47;2258.28;2262.53;17346
SPX;D;161220;000000;2266.5;2272.56;2266.14;2270.76;16794
SPX;D;161221;000000;2270.54;2271.23;2265.15;2265.18;16127
SPX;D;161222;000000;2262.93;2263.18;2256.08;2260.96;16193
SPX;D;161223;000000;2260.25;2263.79;2258.84;2263.79;14979
SPX;D;161227;000000;2266.23;2273.82;2266.15;2268.88;15014
SPX;D;161228;000000;2270.23;2271.31;2249.11;2249.92;16262
SPX;D;161229;000000;2249.5;2254.51;2244.56;2249.26;16523
SPX;D;161230;000000;2251.61;2253.58;2233.62;2238.83;16916
SPX;D;170103;000000;2251.57;2263.88;2245.13;2257.83;17987
SPX;D;170104;000000;2261.6;2272.82;2261.6;2270.75;16915
SPX;D;170105;000000;2268.18;2271.5;2260.45;2269;17309
SPX;D;170106;000000;2270.26;2282.1;2264.06;2276.98;17039
SPX;D;170109;000000;2273.59;2275.49;2268.9;2268.9;16786
SPX;D;170110;000000;2269.72;2279.27;2265.27;2268.9;17046
SPX;D;170111;000000;2268.6;2275.32;2260.83;2275.32;18038
SPX;D;170112;000000;2271.14;2271.78;2254.25;2270.44;17517
SPX;D;170113;000000;2272.74;2278.68;2271.51;2274.64;16755
SPX;D;170117;000000;2267.87;2272.08;2262.81;2267.89;17322
SPX;D;170118;000000;2269.14;2272.01;2263.35;2271.89;16725
SPX;D;170119;000000;2271.9;2274.33;2258.41;2263.69;16739
SPX;D;170120;000000;2269.96;2276.96;2265.01;2271.31;17507
SPX;D;170123;000000;2267.78;2271.78;2257.02;2265.2;17103
SPX;D;170124;000000;2267.88;2284.63;2266.68;2280.07;16951
SPX;D;170125;000000;2288.88;2299.55;2288.88;2298.37;16985
SPX;D;170126;000000;2298.63;2300.99;2294.08;2296.68;17377
SPX;D;170127;000000;2299.02;2299.02;2291.62;2294.69;16713
SPX;D;170130;000000;2286.01;2286.01;2268.04;2280.9;17163
SPX;D;170131;000000;2274.02;2279.09;2267.21;2278.87;17081
SPX;D;170201;000000;2285.59;2289.14;2272.44;2279.55;18077
SPX;D;170202;000000;2276.69;2283.97;2271.65;2280.85;17387
SPX;D;170203;000000;2288.54;2298.27;2287.88;2297.42;17003
SPX;D;170206;000000;2294.28;2296.18;2288.57;2292.56;16242
SPX;D;170207;000000;2295.87;2299.4;2290.16;2293.08;16598
SPX;D;170208;000000;2289.1;2295.91;2285.38;2294.67;16863
SPX;D;170209;000000;2296.7;2311.08;2296.61;2307.87;16523
SPX;D;170210;000000;2312.27;2319.23;2311.1;2316.1;16479
SPX;D;170213;000000;2321.71;2331.58;2321.42;2328.25;16379
SPX;D;170214;000000;2326.12;2337.58;2322.17;2337.58;16770
SPX;D;170215;000000;2335.58;2351.3;2334.81;2349.25;16141
SPX;D;170216;000000;2349.64;2351.31;2338.87;2347.22;15088
SPX;D;170217;000000;2343.01;2351.16;2339.58;2351.16;15063
SPX;D;170221;000000;2354.91;2366.71;2354.91;2365.38;9434
SPX;D;170222;000000;2361.11;2364.82;2358.34;2362.82;16290
SPX;D;170223;000000;2367.5;2368.26;2355.09;2363.81;17245
SPX;D;170224;000000;2355.73;2367.34;2352.87;2367.34;16919
SPX;D;170227;000000;2365.23;2371.54;2361.87;2369.75;16522
SPX;D;170228;000000;2366.08;2367.79;2358.96;2363.64;16923
SPX;D;170301;000000;2380.13;2400.98;2380.13;2395.96;18005
SPX;D;170302;000000;2394.75;2394.75;2380.17;2381.92;17359
SPX;D;170303;000000;2380.92;2383.89;2375.39;2383.12;16901
SPX;D;170306;000000;2375.23;2378.8;2367.98;2375.31;15987
SPX;D;170307;000000;2370.77;2375.12;2365.51;2368.39;15786
SPX;D;170308;000000;2369.81;2373.09;2361.04;2362.98;16041
SPX;D;170309;000000;2363.49;2369.08;2354.56;2364.87;15945
SPX;D;170310;000000;2372.52;2376.86;2363.04;2372.6;16978
SPX;D;170313;000000;2371.56;2374.42;2368.52;2373.47;16189
SPX;D;170314;000000;2368.55;2368.55;2358.18;2365.45;16893
SPX;D;170315;000000;2370.52;2390.01;2368.94;2385.26;16870
SPX;D;170316;000000;2387.87;2388.1;2377.18;2381.38;16444
SPX;D;170317;000000;2383.71;2385.71;2377.64;2378.25;16493
SPX;D;170320;000000;2378.24;2379.55;2369.66;2373.47;16499
SPX;D;170321;000000;2379.32;2381.93;2341.9;2344.02;19276
SPX;D;170322;000000;2343;2351.81;2336.45;2348.45;17918
SPX;D;170323;000000;2345.97;2358.92;2342.37;2345.96;17448
SPX;D;170324;000000;2350.42;2356.22;2335.74;2343.98;17643
SPX;D;170327;000000;2329.11;2344.9;2322.25;2341.59;17714
SPX;D;170328;000000;2339.79;2363.78;2337.63;2358.57;17627
SPX;D;170329;000000;2356.54;2363.36;2352.94;2361.13;16494
SPX;D;170330;000000;2361.31;2370.42;2358.58;2368.06;16582
SPX;D;170331;000000;2364.82;2370.35;2362.62;2362.72;16294
SPX;D;170403;000000;2362.34;2365.87;2344.73;2358.84;17815
SPX;D;170404;000000;2354.76;2360.46;2350.72;2360.16;16820
SPX;D;170405;000000;2366.59;2378.36;2350.52;2352.95;16142
SPX;D;170406;000000;2353.79;2364.16;2348.9;2357.49;17590
SPX;D;170407;000000;2356.59;2363.76;2350.74;2355.54;16739
SPX;D;170410;000000;2357.16;2366.37;2351.5;2357.16;16939
SPX;D;170411;000000;2353.92;2355.22;2337.25;2353.78;18204
SPX;D;170412;000000;2352.15;2352.72;2341.18;2344.93;17743
SPX;D;170413;000000;2341.98;2348.26;2328.95;2328.95;17431
SPX;D;170417;000000;2332.62;2349.14;2332.51;2349.01;16127
SPX;D;170418;000000;2342.53;2348.35;2334.54;2342.19;17364
SPX;D;170419;000000;2346.79;2352.63;2335.05;2338.17;16631
SPX;D;170420;000000;2342.69;2361.37;2340.91;2355.84;17364
SPX;D;170421;000000;2354.74;2356.18;2344.51;2348.69;17079
SPX;D;170424;000000;2370.33;2376.98;2369.19;2374.15;16786
SPX;D;170425;000000;2381.51;2392.48;2381.15;2388.61;17121
SPX;D;170426;000000;2388.98;2398.16;2386.76;2387.45;17255
SPX;D;170427;000000;2389.7;2392.1;2382.68;2388.77;17010
SPX;D;170428;000000;2393.68;2393.68;2382.36;2384.2;16992
SPX;D;170501;000000;2388.5;2394.49;2384.83;2388.33;16985
SPX;D;170502;000000;2391.05;2392.93;2385.82;2391.17;16701
SPX;D;170503;000000;2386.5;2389.82;2379.75;2388.13;17264
SPX;D;170504;000000;2389.79;2391.43;2380.35;2389.52;17275
SPX;D;170505;000000;2392.37;2399.29;2389.38;2399.29;16370
SPX;D;170508;000000;2399.94;2401.36;2393.92;2399.38;16530
SPX;D;170509;000000;2401.58;2403.87;2392.44;2396.92;16654
SPX;D;170510;000000;2396.79;2399.74;2392.79;2399.63;16556
SPX;D;170511;000000;2394.84;2395.72;2381.74;2394.44;16867
SPX;D;170512;000000;2392.44;2392.44;2387.19;2390.9;16342
SPX;D;170515;000000;2393.98;2404.05;2393.94;2402.32;16194
SPX;D;170516;000000;2404.55;2405.77;2396.05;2400.67;16635
SPX;D;170517;000000;2381.99;2384.87;2356.29;2357.03;18769
SPX;D;170518;000000;2354.69;2375.74;2352.72;2365.72;18721
SPX;D;170519;000000;2371.37;2389.06;2370.43;2381.73;17037
SPX;D;170522;000000;2387.21;2395.46;2386.92;2394.02;16347
SPX;D;170523;000000;2397.04;2400.85;2393.88;2398.42;16671
SPX;D;170524;000000;2401.41;2405.58;2397.99;2404.39;16043
SPX;D;170525;000000;2409.54;2418.71;2408.01;2415.07;16635
SPX;D;170526;000000;2414.5;2416.68;2412.2;2415.82;15945
SPX;D;170530;000000;2411.67;2415.26;2409.43;2412.91;16116
SPX;D;170531;000000;2415.63;2415.99;2403.59;2411.8;15520
SPX;D;170601;000000;2415.65;2430.06;2413.55;2430.06;16972
SPX;D;170602;000000;2431.06;2440.23;2427.71;2439.07;16832
SPX;D;170605;000000;2437.83;2439.55;2434.32;2436.1;16353
SPX;D;170606;000000;2431.92;2436.21;2428.12;2429.33;16613
SPX;D;170607;000000;2432.03;2435.28;2424.75;2433.14;17014
SPX;D;170608;000000;2434.27;2439.27;2427.94;2433.79;16966
SPX;D;170609;000000;2436.39;2446.2;2415.7;2431.77;19569
SPX;D;170612;000000;2425.88;2430.14;2419.97;2429.39;19287
SPX;D;170613;000000;2434.15;2441.49;2431.28;2440.35;18085
SPX;D;170614;000000;2443.75;2443.75;2428.34;2437.92;18565
SPX;D;170615;000000;2424.14;2433.95;2418.53;2432.46;18203
SPX;D;170616;000000;2431.24;2433.15;2422.88;2433.15;17762
SPX;D;170619;000000;2442.55;2453.82;2441.79;2453.46;17197
SPX;D;170620;000000;2450.66;2450.66;2436.6;2437.03;17312
SPX;D;170621;000000;2439.31;2442.23;2430.74;2435.61;17904
SPX;D;170622;000000;2437.4;2441.62;2433.27;2434.5;17201
SPX;D;170623;000000;2434.65;2441.4;2431.11;2438.3;14603
SPX;D;170626;000000;2443.32;2450.42;2437.03;2439.07;17722
SPX;D;170627;000000;2436.34;2440.15;2419.38;2419.38;18410
SPX;D;170628;000000;2428.7;2442.97;2428.02;2440.69;17107
SPX;D;170629;000000;2442.38;2442.73;2405.7;2419.7;19636
SPX;D;170630;000000;2429.2;2432.71;2421.65;2423.41;17358
SPX;D;170703;000000;2431.39;2439.17;2428.69;2429.01;10238
SPX;D;170705;000000;2430.78;2434.9;2422.05;2432.54;17922
SPX;D;170706;000000;2423.44;2424.28;2407.7;2409.75;18153
SPX;D;170707;000000;2413.52;2426.92;2413.52;2425.18;16886
SPX;D;170710;000000;2424.51;2432;2422.27;2427.43;16835
SPX;D;170711;000000;2427.35;2429.3;2412.79;2425.53;17332
SPX;D;170712;000000;2435.75;2445.76;2435.75;2443.25;17012
SPX;D;170713;000000;2444.99;2449.32;2441.69;2447.83;17132
SPX;D;170714;000000;2449.16;2463.54;2446.69;2459.27;16388
SPX;D;170717;000000;2459.5;2462.82;2457.16;2459.14;16726
SPX;D;170718;000000;2455.88;2460.92;2450.34;2460.61;17176
SPX;D;170719;000000;2463.85;2473.83;2463.85;2473.83;16951
SPX;D;170720;000000;2475.56;2477.62;2468.43;2473.45;17404
SPX;D;170721;000000;2467.4;2472.54;2465.06;2472.54;17020
SPX;D;170724;000000;2472.04;2473.1;2466.32;2469.91;16368
SPX;D;170725;000000;2477.88;2481.24;2474.91;2477.13;17232
SPX;D;170726;000000;2479.97;2481.69;2474.94;2477.83;17301
SPX;D;170727;000000;2482.76;2484.04;2459.93;2475.42;19480
SPX;D;170728;000000;2469.12;2473.53;2464.66;2472.1;18113
SPX;D;170731;000000;2475.94;2477.96;2468.53;2470.3;17452
